profile,basis,b_angstrom,temperature,removal_steps,radius,intact,removed,mismatched_return,correct_return,causal_margin,causal_pass,mismatch_overlap
6-31g_b1.4,6-31g,1.4,0.001,20,0.35,1.0,0.379375,0.9568749999999999,0.921875,-0.03499999999999992,False,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.001,20,0.45,1.0,0.45312499999999994,1.0,0.921875,-0.078125,False,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.001,20,0.55,1.0,0.5137499999999999,1.0,0.921875,-0.078125,False,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.001,40,0.15,1.0,0.22250000000000003,0.255,0.8125,0.5575,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.001,40,0.25,1.0,0.30125,0.25625,0.8125,0.51125,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.001,40,0.35,1.0,0.379375,0.8812499999999999,0.8125,-0.06874999999999987,False,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.001,40,0.45,1.0,0.45312499999999994,0.921875,0.8125,-0.109375,False,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.001,40,0.55,1.0,0.5137499999999999,0.921875,0.8125,-0.109375,False,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.002,10,0.15,1.0,0.22250000000000003,0.10125,0.96875,0.74625,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.002,10,0.25,1.0,0.30125,0.105,0.96875,0.6675,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.002,10,0.35,1.0,0.379375,0.7849999999999999,0.96875,0.18375000000000008,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.002,10,0.45,1.0,0.45312499999999994,1.0,0.96875,-0.03125,False,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.002,10,0.55,1.0,0.5137499999999999,1.0,0.96875,-0.03125,False,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.002,20,0.15,1.0,0.22250000000000003,0.07250000000000001,0.921875,0.699375,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.002,20,0.25,1.0,0.30125,0.075625,0.921875,0.620625,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.002,20,0.35,1.0,0.379375,0.783125,0.921875,0.13875000000000004,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.002,20,0.45,1.0,0.45312499999999994,1.0,0.921875,-0.078125,False,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.002,20,0.55,1.0,0.5137499999999999,1.0,0.921875,-0.078125,False,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.002,40,0.15,1.0,0.22250000000000003,0.11875,0.8125,0.59,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.002,40,0.25,1.0,0.30125,0.12375,0.8125,0.51125,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.002,40,0.35,1.0,0.379375,0.741875,0.8125,0.07062500000000005,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.002,40,0.45,1.0,0.45312499999999994,0.921875,0.8125,-0.109375,False,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.002,40,0.55,1.0,0.5137499999999999,0.921875,0.8125,-0.109375,False,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.004,10,0.15,0.9937499999999999,0.22250000000000003,0.0,0.97625,0.7537499999999999,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.004,10,0.25,1.0,0.30125,0.0075,0.984375,0.683125,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.004,10,0.35,1.0,0.379375,0.6331249999999999,0.984375,0.35125000000000006,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.004,10,0.45,1.0,0.45312499999999994,0.98875,0.984375,-0.004375000000000018,False,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.004,10,0.55,1.0,0.5137499999999999,1.0,0.984375,-0.015625,False,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.004,20,0.15,0.9937499999999999,0.22250000000000003,0.00875,0.9075,0.6849999999999999,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.004,20,0.25,1.0,0.30125,0.01625,0.921875,0.620625,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.004,20,0.35,1.0,0.379375,0.6493749999999999,0.921875,0.2725000000000001,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.004,20,0.45,1.0,0.45312499999999994,0.9875,0.921875,-0.06562500000000004,False,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.004,20,0.55,1.0,0.5137499999999999,1.0,0.921875,-0.078125,False,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.004,40,0.15,0.9937499999999999,0.22250000000000003,0.043750000000000004,0.806875,0.584375,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.004,40,0.25,1.0,0.30125,0.054375,0.8125,0.51125,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.004,40,0.35,1.0,0.379375,0.64125,0.8125,0.17125,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.004,40,0.45,1.0,0.45312499999999994,0.9175,0.8125,-0.10499999999999998,False,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.004,40,0.55,1.0,0.5137499999999999,0.921875,0.8125,-0.109375,False,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.008,10,0.15,0.9262499999999999,0.22250000000000003,0.0,0.896875,0.674375,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.008,10,0.25,0.994375,0.30125,0.039375,0.975625,0.674375,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.008,10,0.35,0.999375,0.379375,0.51375,0.98375,0.47,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.008,10,0.45,1.0,0.45312499999999994,0.906875,0.984375,0.07750000000000001,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.008,10,0.55,1.0,0.5137499999999999,0.984375,0.984375,0.0,False,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.008,20,0.15,0.9262499999999999,0.22250000000000003,0.0,0.8775,0.6549999999999999,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.008,20,0.25,0.994375,0.30125,0.040625,0.9537500000000001,0.6525000000000001,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.008,20,0.35,0.999375,0.379375,0.535,0.964375,0.42937499999999995,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.008,20,0.45,1.0,0.45312499999999994,0.9075,0.965,0.057499999999999996,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.008,20,0.55,1.0,0.5137499999999999,0.9862500000000001,0.965625,-0.020625000000000115,False,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.008,40,0.15,0.9262499999999999,0.22250000000000003,0.0075,0.77,0.5475,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.008,40,0.25,0.994375,0.30125,0.06375,0.834375,0.533125,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.008,40,0.35,0.999375,0.379375,0.535,0.84875,0.31375,True,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.008,40,0.45,1.0,0.45312499999999994,0.8625,0.849375,-0.013125000000000053,False,0.10985311753101579
6-31g_b1.4,6-31g,1.4,0.008,40,0.55,1.0,0.5137499999999999,0.92875,0.85,-0.07874999999999999,False,0.10985311753101579
6-31g_b1.5,6-31g,1.5,0.0005,10,0.15,1.0,0.22250000000000003,0.46875,0.984375,0.515625,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.0005,10,0.25,1.0,0.30125,0.46875,0.984375,0.515625,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.0005,10,0.35,1.0,0.379375,0.95,0.984375,0.034375000000000044,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.0005,10,0.45,1.0,0.45312499999999994,1.0,0.984375,-0.015625,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.0005,10,0.55,1.0,0.5137499999999999,1.0,0.984375,-0.015625,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.0005,20,0.15,1.0,0.22250000000000003,0.359375,0.953125,0.59375,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.0005,20,0.25,1.0,0.30125,0.359375,0.953125,0.59375,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.0005,20,0.35,1.0,0.379375,0.954375,0.953125,-0.0012499999999999734,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.0005,20,0.45,1.0,0.45312499999999994,1.0,0.953125,-0.046875,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.0005,20,0.55,1.0,0.5137499999999999,1.0,0.953125,-0.046875,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.0005,40,0.15,1.0,0.22250000000000003,0.265625,0.875,0.609375,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.0005,40,0.25,1.0,0.30125,0.265625,0.875,0.57375,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.0005,40,0.35,1.0,0.379375,0.8775,0.875,-0.0024999999999999467,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.0005,40,0.45,1.0,0.45312499999999994,0.921875,0.875,-0.046875,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.0005,40,0.55,1.0,0.5137499999999999,0.921875,0.875,-0.046875,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.001,10,0.15,1.0,0.22250000000000003,0.31875,0.984375,0.665625,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.001,10,0.25,1.0,0.30125,0.32,0.984375,0.6643749999999999,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.001,10,0.35,1.0,0.379375,0.838125,0.984375,0.14625,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.001,10,0.45,1.0,0.45312499999999994,1.0,0.984375,-0.015625,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.001,10,0.55,1.0,0.5137499999999999,1.0,0.984375,-0.015625,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.001,20,0.15,1.0,0.22250000000000003,0.275625,0.953125,0.6775,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.001,20,0.25,1.0,0.30125,0.27625,0.953125,0.651875,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.001,20,0.35,1.0,0.379375,0.829375,0.953125,0.12375000000000003,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.001,20,0.45,1.0,0.45312499999999994,1.0,0.953125,-0.046875,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.001,20,0.55,1.0,0.5137499999999999,1.0,0.953125,-0.046875,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.001,40,0.15,1.0,0.22250000000000003,0.240625,0.875,0.634375,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.001,40,0.25,1.0,0.30125,0.241875,0.875,0.57375,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.001,40,0.35,1.0,0.379375,0.764375,0.875,0.11062499999999997,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.001,40,0.45,1.0,0.45312499999999994,0.921875,0.875,-0.046875,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.001,40,0.55,1.0,0.5137499999999999,0.921875,0.875,-0.046875,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.002,10,0.15,1.0,0.22250000000000003,0.101875,0.98375,0.76125,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.002,10,0.25,1.0,0.30125,0.105,0.984375,0.683125,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.002,10,0.35,1.0,0.379375,0.6799999999999999,0.984375,0.30437500000000006,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.002,10,0.45,1.0,0.45312499999999994,0.999375,0.984375,-0.015000000000000013,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.002,10,0.55,1.0,0.5137499999999999,1.0,0.984375,-0.015625,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.002,20,0.15,1.0,0.22250000000000003,0.093125,0.951875,0.729375,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.002,20,0.25,1.0,0.30125,0.0975,0.953125,0.651875,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.002,20,0.35,1.0,0.379375,0.67625,0.953125,0.276875,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.002,20,0.45,1.0,0.45312499999999994,0.99875,0.953125,-0.04562500000000003,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.002,20,0.55,1.0,0.5137499999999999,1.0,0.953125,-0.046875,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.002,40,0.15,1.0,0.22250000000000003,0.109375,0.87375,0.65125,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.002,40,0.25,1.0,0.30125,0.11375,0.875,0.57375,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.002,40,0.35,1.0,0.379375,0.6456250000000001,0.875,0.22937499999999988,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.002,40,0.45,1.0,0.45312499999999994,0.920625,0.875,-0.04562500000000003,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.002,40,0.55,1.0,0.5137499999999999,0.921875,0.875,-0.046875,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.004,10,0.15,0.989375,0.22250000000000003,0.0,0.96875,0.74625,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.004,10,0.25,1.0,0.30125,0.003125,0.984375,0.683125,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.004,10,0.35,1.0,0.379375,0.559375,0.984375,0.42500000000000004,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.004,10,0.45,1.0,0.45312499999999994,0.980625,0.984375,0.003750000000000031,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.004,10,0.55,1.0,0.5137499999999999,1.0,0.984375,-0.015625,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.004,20,0.15,0.989375,0.22250000000000003,0.00875,0.933125,0.710625,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.004,20,0.25,1.0,0.30125,0.01125,0.953125,0.651875,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.004,20,0.35,1.0,0.379375,0.56125,0.953125,0.391875,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.004,20,0.45,1.0,0.45312499999999994,0.980625,0.953125,-0.02749999999999997,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.004,20,0.55,1.0,0.5137499999999999,1.0,0.953125,-0.046875,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.004,40,0.15,0.989375,0.22250000000000003,0.031875,0.88625,0.66375,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.004,40,0.25,1.0,0.30125,0.033125,0.9025,0.60125,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.004,40,0.35,1.0,0.379375,0.56,0.903125,0.3431249999999999,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.004,40,0.45,1.0,0.45312499999999994,0.92375,0.905,-0.018749999999999933,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.004,40,0.55,1.0,0.5137499999999999,0.938125,0.90625,-0.03187499999999999,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.008,10,0.15,0.9112499999999999,0.22250000000000003,0.0,0.8975,0.6749999999999999,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.008,10,0.25,0.9918750000000001,0.30125,0.0325,0.97625,0.6749999999999999,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.008,10,0.35,0.999375,0.379375,0.48625000000000007,0.98375,0.49749999999999994,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.008,10,0.45,1.0,0.45312499999999994,0.89125,0.984375,0.09312500000000001,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.008,10,0.55,1.0,0.5137499999999999,0.9875,0.984375,-0.0031250000000000444,False,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.008,20,0.15,0.9112499999999999,0.22250000000000003,0.0,0.893125,0.6706249999999999,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.008,20,0.25,0.9918750000000001,0.30125,0.034375,0.9768749999999999,0.6756249999999999,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.008,20,0.35,0.999375,0.379375,0.48687500000000006,0.98875,0.501875,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.008,20,0.45,1.0,0.45312499999999994,0.8975,0.989375,0.09187500000000004,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.008,20,0.55,1.0,0.5137499999999999,0.986875,0.990625,0.003750000000000031,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.008,40,0.15,0.9112499999999999,0.22250000000000003,0.0075,0.8025,0.58,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.008,40,0.25,0.9918750000000001,0.30125,0.051875000000000004,0.87625,0.575,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.008,40,0.35,0.999375,0.379375,0.5081249999999999,0.893125,0.385,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.008,40,0.45,1.0,0.45312499999999994,0.8899999999999999,0.894375,0.004375000000000129,True,0.22757653269508962
6-31g_b1.5,6-31g,1.5,0.008,40,0.55,1.0,0.5137499999999999,0.965625,0.89625,-0.06937499999999996,False,0.22757653269508962
6-31g_b1.6,6-31g,1.6,0.0005,10,0.15,1.0,0.22250000000000003,0.59375,1.0,0.40625,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.0005,10,0.25,1.0,0.30125,0.59375,1.0,0.40625,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.0005,10,0.35,1.0,0.379375,0.59375,1.0,0.40625,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.0005,10,0.45,1.0,0.45312499999999994,0.8225,1.0,0.1775,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.0005,10,0.55,1.0,0.5137499999999999,1.0,1.0,0.0,False,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.0005,20,0.15,1.0,0.22250000000000003,0.578125,1.0,0.421875,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.0005,20,0.25,1.0,0.30125,0.578125,1.0,0.421875,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.0005,20,0.35,1.0,0.379375,0.578125,1.0,0.421875,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.0005,20,0.45,1.0,0.45312499999999994,0.80375,1.0,0.19625000000000004,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.0005,20,0.55,1.0,0.5137499999999999,1.0,1.0,0.0,False,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.0005,40,0.15,1.0,0.22250000000000003,0.375,0.90625,0.53125,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.0005,40,0.25,1.0,0.30125,0.375,0.90625,0.53125,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.0005,40,0.35,1.0,0.379375,0.375,0.90625,0.526875,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.0005,40,0.45,1.0,0.45312499999999994,0.6993750000000001,0.90625,0.20687499999999992,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.0005,40,0.55,1.0,0.5137499999999999,0.953125,0.90625,-0.046875,False,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.001,10,0.15,1.0,0.22250000000000003,0.575625,1.0,0.42437499999999995,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.001,10,0.25,1.0,0.30125,0.578125,1.0,0.421875,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.001,10,0.35,1.0,0.379375,0.578125,1.0,0.421875,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.001,10,0.45,1.0,0.45312499999999994,0.809375,1.0,0.19062500000000004,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.001,10,0.55,1.0,0.5137499999999999,1.0,1.0,0.0,False,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.001,20,0.15,1.0,0.22250000000000003,0.56,1.0,0.43999999999999995,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.001,20,0.25,1.0,0.30125,0.561875,1.0,0.438125,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.001,20,0.35,1.0,0.379375,0.5625,1.0,0.4375,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.001,20,0.45,1.0,0.45312499999999994,0.7887500000000001,1.0,0.21124999999999994,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.001,20,0.55,1.0,0.5137499999999999,1.0,1.0,0.0,False,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.001,40,0.15,1.0,0.22250000000000003,0.34375,0.90625,0.5625,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.001,40,0.25,1.0,0.30125,0.34375,0.90625,0.5625,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.001,40,0.35,1.0,0.379375,0.34375,0.90625,0.526875,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.001,40,0.45,1.0,0.45312499999999994,0.66,0.90625,0.24624999999999997,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.001,40,0.55,1.0,0.5137499999999999,0.953125,0.90625,-0.046875,False,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.002,10,0.15,0.999375,0.22250000000000003,0.39625,0.9981249999999999,0.6018749999999999,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.002,10,0.25,1.0,0.30125,0.400625,1.0,0.599375,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.002,10,0.35,1.0,0.379375,0.405625,1.0,0.594375,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.002,10,0.45,1.0,0.45312499999999994,0.7250000000000001,1.0,0.2749999999999999,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.002,10,0.55,1.0,0.5137499999999999,0.9981249999999999,1.0,0.001875000000000071,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.002,20,0.15,0.999375,0.22250000000000003,0.406875,0.9981249999999999,0.5912499999999999,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.002,20,0.25,1.0,0.30125,0.411875,1.0,0.588125,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.002,20,0.35,1.0,0.379375,0.41812499999999997,1.0,0.581875,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.002,20,0.45,1.0,0.45312499999999994,0.724375,1.0,0.275625,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.002,20,0.55,1.0,0.5137499999999999,0.99875,1.0,0.0012499999999999734,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.002,40,0.15,0.999375,0.22250000000000003,0.29,0.920625,0.630625,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.002,40,0.25,1.0,0.30125,0.2925,0.921875,0.620625,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.002,40,0.35,1.0,0.379375,0.294375,0.921875,0.5425,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.002,40,0.45,1.0,0.45312499999999994,0.639375,0.921875,0.2825,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.002,40,0.55,1.0,0.5137499999999999,0.9675,0.921875,-0.04562500000000003,False,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.004,10,0.15,0.985625,0.22250000000000003,0.055624999999999994,0.985,0.7625,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.004,10,0.25,1.0,0.30125,0.058124999999999996,1.0,0.69875,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.004,10,0.35,1.0,0.379375,0.061875,1.0,0.620625,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.004,10,0.45,1.0,0.45312499999999994,0.54125,1.0,0.45875,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.004,10,0.55,1.0,0.5137499999999999,0.9775,1.0,0.022499999999999964,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.004,20,0.15,0.985625,0.22250000000000003,0.09125,0.98,0.7575,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.004,20,0.25,1.0,0.30125,0.095625,1.0,0.69875,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.004,20,0.35,1.0,0.379375,0.105,1.0,0.620625,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.004,20,0.45,1.0,0.45312499999999994,0.5543750000000001,1.0,0.44562499999999994,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.004,20,0.55,1.0,0.5137499999999999,0.975,1.0,0.025000000000000022,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.004,40,0.15,0.985625,0.22250000000000003,0.1225,0.896875,0.674375,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.004,40,0.25,1.0,0.30125,0.1275,0.919375,0.618125,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.004,40,0.35,1.0,0.379375,0.13437500000000002,0.921875,0.5425,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.004,40,0.45,1.0,0.45312499999999994,0.559375,0.924375,0.365,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.004,40,0.55,1.0,0.5137499999999999,0.959375,0.926875,-0.03249999999999997,False,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.008,10,0.15,0.9006249999999999,0.22250000000000003,0.015,0.891875,0.6693749999999999,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.008,10,0.25,0.989375,0.30125,0.015625,0.98875,0.6875,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.008,10,0.35,0.9981249999999999,0.379375,0.04875,0.9981249999999999,0.6187499999999999,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.008,10,0.45,0.999375,0.45312499999999994,0.48625,0.999375,0.513125,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.008,10,0.55,1.0,0.5137499999999999,0.88375,1.0,0.11624999999999996,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.008,20,0.15,0.9006249999999999,0.22250000000000003,0.026250000000000002,0.891875,0.6693749999999999,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.008,20,0.25,0.989375,0.30125,0.0275,0.9862500000000001,0.685,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.008,20,0.35,0.9981249999999999,0.379375,0.060000000000000005,1.0,0.6187499999999999,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.008,20,0.45,0.999375,0.45312499999999994,0.47375,1.0,0.525625,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.008,20,0.55,1.0,0.5137499999999999,0.8825,1.0,0.11750000000000005,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.008,40,0.15,0.9006249999999999,0.22250000000000003,0.064375,0.8224999999999999,0.5999999999999999,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.008,40,0.25,0.989375,0.30125,0.07,0.91,0.60875,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.008,40,0.35,0.9981249999999999,0.379375,0.10500000000000001,0.9293750000000001,0.55,True,0.025020871019018537
6-31g_b1.6,6-31g,1.6,0.008,40,0.45,0.999375,0.45312499999999994,0.510625,0.9325,0.421875,True,0.025020871019018537
