pair_index,family,history,seed,donor_pair_index,candidate_carrier_all_flip,candidate_self_all_flip,candidate_action_all_flip,candidate_action_early_only,candidate_action_prior_only,candidate_action_last_only,candidate_common_mode,symmetric_action_all_flip,symmetric_action_early_only,symmetric_action_prior_only,symmetric_common_mode,memoryless_action_all_flip,memoryless_action_early_only,memoryless_action_prior_only,role_recurrent_action_all_flip,role_recurrent_action_early_only,role_recurrent_action_prior_only,self_erased_action_all_flip,self_erasure_carrier_preservation,same_family_return_A,same_family_return_B
138,0,ABAB,20261101,139,0.154830144901147,0.16722137569727058,0.16481631822254306,0.06605745280799721,0.12140852373860787,0.0743719152365279,0.010967200805801023,0.0,0.0,0.0,0.015524712440127007,0.07631524044147799,0.0,0.0,0.164901416813081,0.06617917140398161,0.12182738807432403,0.0,0.0,0.2304494137479972,0.2237315721178697
139,0,ABAB,20261101,140,0.13967367138252937,0.11192569237938557,0.11121637723390278,0.044059924731665596,0.06812448515065891,0.08623120318465327,0.011391959019772508,0.0,0.0,0.0,0.015848559364966954,0.0867508015716578,0.0,0.0,0.11130069822464021,0.04416108698672458,0.06841294748669005,0.0,0.0,0.3085781904428032,0.19132383324311372
140,0,ABAB,20261101,141,0.18378505643818732,0.18010752019735748,0.17832982906209657,0.05352276935774866,0.12781266024785395,0.09067142039466916,0.010924895090973415,0.0,0.0,0.0,0.015790014927217814,0.09272878274674459,0.0,0.0,0.1785683224276674,0.05366279781042535,0.12798622201761337,0.0,0.0,0.22202379104545092,0.15150754944465566
141,0,ABAB,20261101,142,0.12727797855482928,0.11982087616444542,0.11854429190619316,0.05612705877586549,0.0910569083476719,0.07962135857872882,0.012046653917472406,0.0,0.0,0.0,0.01747559624039119,0.08096228809201642,0.0,0.0,0.11869842477015959,0.056148730966548994,0.09127396055682757,0.0,0.0,0.2876067608862323,0.20045215643481817
142,0,ABAB,20261101,143,0.18893007207715232,0.14451230466937004,0.14289458578632264,0.044125083749173004,0.10145390556397899,0.08978767508479854,0.010722724456879242,0.0,0.0,0.0,0.015477003430424664,0.09128905890722719,0.0,0.0,0.14321012062809638,0.044231834473815575,0.10174452952700422,0.0,0.0,0.24334835991472445,0.20801161511739172
143,0,ABAB,20261101,144,0.1414173387910564,0.13287650681062588,0.13179105832890656,0.06445304382183208,0.07009423178820452,0.08865859996149662,0.011316208121923242,0.0,0.0,0.0,0.015962619278928662,0.08927963439630977,0.0,0.0,0.1319643118590189,0.06440077948172877,0.07029931381172111,0.0,0.0,0.2299241316406616,0.1816658385421129
144,0,ABAB,20261101,145,0.15907945863783646,0.1502697062986163,0.1488858031374213,0.05388779328719066,0.09579078663447466,0.10264574250837538,0.011507511340112086,0.0,0.0,0.0,0.016050173153769186,0.1027200181890681,0.0,0.0,0.148923036323279,0.05389187226367661,0.0958822120110812,0.0,0.0,0.20008212932465458,0.17725468026174795
145,0,ABAB,20261101,146,0.14763035180222173,0.11347385566917736,0.11227848051643863,0.030859202475738295,0.09170144994865187,0.07728284644163548,0.01116312197193463,0.0,0.0,0.0,0.015664345335736643,0.07809484755772815,0.0,0.0,0.1124621107780423,0.0310396227885205,0.09193796497663183,0.0,0.0,0.18853498518800374,0.2271980477896854
146,0,ABAB,20261101,147,0.14360121063668593,0.14617214986558844,0.14371165868059158,0.05364554395893574,0.09889796139643679,0.08517438769012253,0.010593462904318323,0.0,0.0,0.0,0.014602479848957961,0.0864564353128804,0.0,0.0,0.14407435978860456,0.053652141577223644,0.09918346210444003,0.0,0.0,0.17965211491508204,0.1792726323609324
147,0,ABAB,20261101,148,0.1695769589392837,0.14751811857416328,0.14602222377396673,0.05305803748351386,0.12358226807146404,0.1063484664144689,0.010734090150946464,0.0,0.0,0.0,0.01493827958350114,0.10841662280694961,0.0,0.0,0.14622237026720228,0.05318980962260691,0.12393303688496235,0.0,0.0,0.20779627393819572,0.18406077060170012
148,0,ABAB,20261101,149,0.15635444582429944,0.11723623941064613,0.11631814920386839,0.05819169901462041,0.08649357382550164,0.10585410970864313,0.011335249014257927,0.0,0.0,0.0,0.015988641355635456,0.10689158634679002,0.0,0.0,0.11637429044633205,0.05815757864315062,0.08624393526661404,0.0,0.0,0.19533083713030516,0.1629535322608405
149,0,ABAB,20261101,150,0.1753298805334229,0.13795289976222644,0.13703305475376468,0.06044114147384149,0.10321962999009411,0.09342210268617648,0.011904879631260726,0.0,0.0,0.0,0.01701850970531147,0.0946092314134157,0.0,0.0,0.13696268418872048,0.06042525854025249,0.10312615083210644,0.0,0.0,0.34183326161464106,0.263664138801434
150,0,ABAB,20261101,151,0.15652393445715612,0.14061887456738087,0.1390921081176443,0.0513340287359,0.10883252709974293,0.07420273531109979,0.00986406294181514,0.0,0.0,0.0,0.013782303923026071,0.0766987815738141,0.0,0.0,0.13913885960562508,0.05138477000417912,0.10886353275702022,0.0,0.0,0.26715821185437466,0.23195822275665043
151,0,ABAB,20261101,152,0.1490866166981323,0.10230892798109113,0.1016030934516743,0.04732468410039733,0.09062223654470662,0.0886137137969255,0.011488627192050986,0.0,0.0,0.0,0.016853266094543753,0.08973273783053427,0.0,0.0,0.10180056765332844,0.04748416011830708,0.09078450973816501,0.0,0.0,0.2606704029533251,0.2500674575630203
152,0,ABAB,20261101,153,0.15546978852454213,0.14218953930288478,0.140498585539984,0.04075168250416972,0.12153663901823274,0.091550401608788,0.011629397393247972,0.0,0.0,0.0,0.016410000116433596,0.09362538975666032,0.0,0.0,0.14073811516994553,0.04091437919525582,0.12186561224643201,0.0,0.0,0.29240271437942567,0.28450992361336497
153,0,ABAB,20261101,154,0.17625735354358346,0.17092281491554812,0.16870379237925062,0.022928006898323434,0.1254829495540951,0.08821704745556487,0.010912389393509294,0.0,0.0,0.0,0.015104840605894775,0.08931450587637228,0.0,0.0,0.16841917203387527,0.02289360141500259,0.1251795637838602,0.0,0.0,0.20716563063716678,0.21915291282976454
154,0,ABAB,20261101,155,0.1205214040364743,0.10711813278064561,0.10590072129923622,0.04262727687123696,0.11835171704664739,0.06503311570326151,0.011223614343232073,0.0,0.0,0.0,0.015536913430412152,0.06642816253219773,0.0,0.0,0.10613805637220156,0.0427831190841064,0.11873524645380872,0.0,0.0,0.1785534191731023,0.21483851582897595
155,0,ABAB,20261101,156,0.13668983305005092,0.10979566513703641,0.10828531307809082,0.03929886829948199,0.10758230918762482,0.07556692903793734,0.01086499053165225,0.0,0.0,0.0,0.01510985059272084,0.07695018129006882,0.0,0.0,0.10853709138641301,0.03926873018573973,0.1077460326828141,0.0,0.0,0.1974073525704773,0.20413207794595264
156,0,ABAB,20261101,157,0.1653787258732928,0.15180721419332485,0.15035339801388342,0.06015602336696048,0.10994585942238147,0.10077202677507649,0.011959103877810448,0.0,0.0,0.0,0.017433781303836802,0.10326214410144299,0.0,0.0,0.15050782942384497,0.06038268076829373,0.10990643447866816,0.0,0.0,0.16619724570883723,0.1616782206284695
157,0,ABAB,20261101,158,0.13358198474480543,0.11971262596896266,0.11819256902204213,0.03480281782455022,0.09416186341369964,0.08800184257927378,0.010542640917499162,0.0,0.0,0.0,0.014498300957005368,0.08935275369385147,0.0,0.0,0.11780807084372072,0.03472805575122159,0.09386572793217614,0.0,0.0,0.24994578175487198,0.2301153816229914
158,0,ABAB,20261101,159,0.14491015934601734,0.102219902075666,0.10134359044489002,0.039981720380945024,0.09471264249147171,0.07894895148288654,0.011213720960411476,0.0,0.0,0.0,0.015790049125409763,0.07950137603436756,0.0,0.0,0.10137065561659728,0.04001729590333868,0.09484438867160673,0.0,0.0,0.1834218019879537,0.17945439909947153
159,0,ABAB,20261101,160,0.1479860685695896,0.11968640087112568,0.11858843747797908,0.05458011191538271,0.08221091325612594,0.07107422683706711,0.011938973214903763,0.0,0.0,0.0,0.01709224932059414,0.07189317943138938,0.0,0.0,0.11875857231815394,0.05451761649360469,0.08216797026009683,0.0,0.0,0.22286309185679232,0.20897699642994855
160,0,ABAB,20261101,161,0.1801560007900269,0.15114575513235495,0.14900806189021693,0.037583972177833214,0.10894571034753368,0.07685184471237874,0.011640610283974924,0.0,0.0,0.0,0.01621791523259927,0.07804424845156294,0.0,0.0,0.14880736433901046,0.037624832932626015,0.1088390619184531,0.0,0.0,0.1784211586248629,0.15472012578334296
161,0,ABAB,20261101,162,0.12629561478477888,0.11617799920685024,0.1151465227159041,0.0535008507957455,0.12774172311340262,0.06270330890432549,0.011125861594131061,0.0,0.0,0.0,0.015664445256429033,0.06339359855081712,0.0,0.0,0.1152784435159423,0.05347855321535646,0.12781493638206348,0.0,0.0,0.22935077511854376,0.21735036497276206
162,0,ABAB,20261101,163,0.15378457790682246,0.15140894774161312,0.14892959597092323,0.05302923053490391,0.09771705427538385,0.11583724323357855,0.011026844141122639,0.0,0.0,0.0,0.01574686354586599,0.11957531693972395,0.0,0.0,0.1492020846374012,0.053012723734544645,0.0977816337739451,0.0,0.0,0.24309307762975652,0.2228432497454757
163,0,ABAB,20261101,164,0.14115634465393856,0.13328363539994192,0.13211130787438738,0.04210538277529513,0.098159053562355,0.07664210466864649,0.011919871639896511,0.0,0.0,0.0,0.01716701778161359,0.0768028146831179,0.0,0.0,0.13218047887168072,0.0421715196624915,0.0983549965332859,0.0,0.0,0.282946361445352,0.21984804381308
164,0,ABAB,20261101,165,0.15613126232355984,0.14069727421079328,0.13956903235313847,0.06955792433916688,0.09028293114047559,0.09800014719456929,0.01042728176600412,0.0,0.0,0.0,0.014674043788442524,0.09974166227814935,0.0,0.0,0.13975088171262137,0.06953555017386567,0.09024867661965369,0.0,0.0,0.2610417024682264,0.2761303220251739
165,0,ABAB,20261101,166,0.12813730257533798,0.13090098423217866,0.12895545818521587,0.04518297390349693,0.09950235720212991,0.06669852423663843,0.011111322133497465,0.0,0.0,0.0,0.01555341689218911,0.06712193531648734,0.0,0.0,0.12949223231203758,0.04549426632948205,0.10023455521014019,0.0,0.0,0.17961571871605242,0.17915745176663878
166,0,ABAB,20261101,167,0.13942978739604592,0.11802012032428258,0.11719203480730936,0.05514519867609216,0.11991013410563865,0.10245649236796318,0.011968869241694335,0.0,0.0,0.0,0.017623119228612823,0.10362342952444971,0.0,0.0,0.11763966179768048,0.05529317502822437,0.1203550080041952,0.0,0.0,0.18177890754660472,0.19588274939478348
167,0,ABAB,20261101,168,0.20670074171067385,0.17855509810551318,0.17665272794105255,0.055991016995590386,0.12766680662010216,0.09024832653705436,0.011346614026890111,0.0,0.0,0.0,0.015931004052689303,0.09184286422250725,0.0,0.0,0.1770993726826095,0.05593663053402613,0.12806852347831388,0.0,0.0,0.2566196045827749,0.2243870459600918
168,0,ABAB,20261101,169,0.14335936006081507,0.15449620260073613,0.15249291435461015,0.06407458594061909,0.1269319522305085,0.06377755653655007,0.011751790800553255,0.0,0.0,0.0,0.01685286135118501,0.06481552887934246,0.0,0.0,0.15299298622591367,0.0642259037238677,0.1274266850358422,0.0,0.0,0.31968652934099817,0.2925294438316623
169,0,ABAB,20261101,170,0.16805463804626278,0.15350329040403266,0.15161821423944524,0.03601418715827346,0.11661788282971351,0.08161250964887219,0.010342261251908501,0.0,0.0,0.0,0.014262597698184573,0.08373296434602433,0.0,0.0,0.15169015551895432,0.03597979947287197,0.11666680980674282,0.0,0.0,0.27621259764773604,0.2411044701394853
170,0,ABAB,20261101,171,0.1610813973236554,0.12917831024215573,0.12827460230145749,0.04940400349619544,0.11536917655615543,0.07444792116356864,0.011650365518506307,0.0,0.0,0.0,0.01645650967615375,0.0752858298700159,0.0,0.0,0.12858333473080508,0.04952549720591033,0.11554140582192624,0.0,0.0,0.20825154531218076,0.1318723625522916
171,0,ABAB,20261101,172,0.15102176195422903,0.12459423619131216,0.12376914701785176,0.045212402705765375,0.09813725184015964,0.08214713475386001,0.011176192806610637,0.0,0.0,0.0,0.01619657101022855,0.0831808043253332,0.0,0.0,0.12374019603819943,0.045258316634354936,0.09809927925231823,0.0,0.0,0.2499168563953536,0.20599774974294538
172,0,ABAB,20261101,173,0.16778591894938377,0.12924093825687444,0.1275868677581217,0.04476175334441575,0.11722280369931512,0.10205391484980889,0.011563756851259302,0.0,0.0,0.0,0.01619248621876408,0.10509653419749158,0.0,0.0,0.1280596694520006,0.044739263766548944,0.11753362646256939,0.0,0.0,0.229473308307553,0.1940494006673121
173,0,ABAB,20261101,174,0.18228368927564514,0.17511971763175968,0.1725762087873807,0.03630209841233305,0.12692251300355792,0.10561197219521108,0.011208366943707979,0.0,0.0,0.0,0.015805756931774488,0.10746676467942848,0.0,0.0,0.1728876731868825,0.036327240383145026,0.12734281666650493,0.0,0.0,0.25948133157605674,0.22659921597778904
174,0,ABAB,20261101,175,0.1562089742524949,0.15523829022793367,0.15409784489322848,0.03945621010853668,0.12796645499496945,0.09459927932520182,0.012060456076162445,0.0,0.0,0.0,0.018010506131005712,0.09590559316802073,0.0,0.0,0.1542409670813166,0.03960709333888618,0.1280618287115119,0.0,0.0,0.21253192849691988,0.19414015960957412
175,0,ABAB,20261101,176,0.14259102809435473,0.11218575533590092,0.1114459549361838,0.05480414817645212,0.08504425067814778,0.06606628038748708,0.01102992905872444,0.0,0.0,0.0,0.015297791022523852,0.06682905903729969,0.0,0.0,0.11140999299236505,0.054747292254630854,0.08483209403951072,0.0,0.0,0.22311036000559828,0.18773390997016906
176,0,ABAB,20261101,177,0.13045589010500036,0.12851931770513295,0.12651517602491086,0.05919838807350894,0.10111383745212668,0.0724427149096001,0.011733244931401734,0.0,0.0,0.0,0.016433328523634935,0.07431299467032668,0.0,0.0,0.12692904816501363,0.059535219442672926,0.10155203015296346,0.0,0.0,0.19974213766470997,0.18559732369444681
177,0,ABAB,20261101,178,0.15936788064209959,0.12915177533192615,0.12808422225043917,0.04425131281887528,0.11459965831776694,0.07362569902605959,0.010913113703279045,0.0,0.0,0.0,0.015643560420150197,0.07581495960467881,0.0,0.0,0.12840113832089078,0.044483743069088345,0.11478399849742567,0.0,0.0,0.21249004892374568,0.22836378752167194
178,0,ABAB,20261101,179,0.10250153512950617,0.11898805066336027,0.11807402705296068,0.05808233913449705,0.11469165264667022,0.04738884709078632,0.010884813703399984,0.0,0.0,0.0,0.015073729487477526,0.04873961366618976,0.0,0.0,0.11822533523787526,0.05826391601477726,0.11471186893266788,0.0,0.0,0.18497716736190634,0.1733974458702968
179,0,ABAB,20261101,180,0.1728945344364511,0.12999785671833702,0.1290655243887057,0.04380083664508221,0.10186204082133582,0.0885043456146364,0.011364708145113608,0.0,0.0,0.0,0.0157324993946065,0.08957573819385337,0.0,0.0,0.12911760993605859,0.043702102930630066,0.10173687357822085,0.0,0.0,0.165250808739463,0.16808267918838662
180,0,ABAB,20261101,181,0.16119639905415092,0.13303474702043638,0.13248777805294837,0.03879496712192245,0.10286099416896605,0.08674285259061194,0.01117412223912595,0.0,0.0,0.0,0.01598393973214749,0.08792567607875332,0.0,0.0,0.13254180010130068,0.03896281934883252,0.1028732390132159,0.0,0.0,0.22738097054955198,0.19653430103673733
181,0,ABAB,20261101,182,0.16463350471734203,0.16711801178631525,0.16510310059759442,0.05386707667068275,0.11053752733826908,0.09736864638665114,0.011312419072325535,0.0,0.0,0.0,0.016196850820868237,0.09905144750013838,0.0,0.0,0.16552201352345056,0.05387607601243645,0.11080652205162969,0.0,0.0,0.2158202912057167,0.2095300061493662
182,0,ABAB,20261101,183,0.13599015522415314,0.09760024685208027,0.09676472006662334,0.035248240753167175,0.08501160725900761,0.08104033423354746,0.011618768119940366,0.0,0.0,0.0,0.016330130464068525,0.08238227979002881,0.0,0.0,0.09696882701680595,0.035341536784414096,0.08531494254009427,0.0,0.0,0.19983574253330272,0.20685808217080898
183,0,ABAB,20261101,184,0.129475739559162,0.09913880445709264,0.09834106046802761,0.03397071031025106,0.08722560437059604,0.07334659503792774,0.011486077688627432,0.0,0.0,0.0,0.01606010654410745,0.07421734642346332,0.0,0.0,0.09820561108177063,0.034037609761064534,0.08715138101470034,0.0,0.0,0.21433534013145827,0.21605727667681301
184,0,ABAB,20261101,185,0.16593970834174557,0.12777818338706226,0.12700135577233315,0.04113817095653384,0.09861391996882592,0.07441823338204616,0.011293834869851896,0.0,0.0,0.0,0.016424144073604832,0.07521554272141978,0.0,0.0,0.1272432257023302,0.04130786785271146,0.09883448016581889,0.0,0.0,0.18805845456336193,0.21540263733325266
185,0,ABAB,20261101,186,0.14780003368322092,0.1132741954225361,0.11183204717167787,0.04593568303012953,0.10216467204032381,0.08352985961036216,0.01133713901919856,0.0,0.0,0.0,0.0158669956583433,0.08461938176758957,0.0,0.0,0.11236313346689511,0.045916967669510714,0.1023333572644556,0.0,0.0,0.16689710216892484,0.12804766768640322
186,0,ABAB,20261101,187,0.10721254514035389,0.13228008739634242,0.13046856115392938,0.039591338545179836,0.12610503649883312,0.07613553133438707,0.011546072499351108,0.0,0.0,0.0,0.01592608500249162,0.07782033114281867,0.0,0.0,0.13048089602004384,0.0395721376557152,0.1261242649411086,0.0,0.0,0.21398663122191522,0.18177433671195808
187,0,ABAB,20261101,188,0.16993282725504977,0.147058560935662,0.14592572091590428,0.047032976236408196,0.10987300121595962,0.10617046611262372,0.01127381988894975,0.0,0.0,0.0,0.015960915931779292,0.1077676507499229,0.0,0.0,0.1459549226544142,0.0470138521309416,0.11037167848690513,0.0,0.0,0.28154794510553743,0.22652676423230275
188,0,ABAB,20261101,189,0.17051290880199868,0.16522160834078203,0.16254399018943821,0.038800366700077894,0.13317417781311788,0.07713766342593865,0.0111529173781785,0.0,0.0,0.0,0.01559466534889317,0.07911020433022377,0.0,0.0,0.16248884365205418,0.038775283345237097,0.133350212837669,0.0,0.0,0.23103135019099888,0.19773571312478397
189,0,ABAB,20261101,190,0.11690133819276025,0.10377974339313292,0.10257513849464399,0.0401178109326932,0.09750462823462076,0.08711197920583753,0.011022117561922149,0.0,0.0,0.0,0.01527475230760924,0.08766101534207259,0.0,0.0,0.1028788437323458,0.04021252994777107,0.09790292433674534,0.0,0.0,0.20636276423673233,0.21153701725114313
190,0,ABAB,20261101,191,0.1495125918063064,0.14080969321580034,0.13928424515841029,0.041840151954848484,0.11991133910647786,0.07847350727776671,0.011272035601010427,0.0,0.0,0.0,0.016323231310620204,0.0797884734133595,0.0,0.0,0.13966337773638202,0.041904063698769346,0.12039763408376923,0.0,0.0,0.28952720529938997,0.25401271521797747
191,0,ABAB,20261101,128,0.14545254396282573,0.13905702318065757,0.13789336598042506,0.052215022686240786,0.11882697258178641,0.07534492143353726,0.010192404885162926,0.0,0.0,0.0,0.014307410479996513,0.07634076063084226,0.0,0.0,0.13816000470158318,0.05226553700053288,0.11893784610453927,0.0,0.0,0.2881468511474718,0.2612026420716511
192,1,BABA,20261101,193,0.1565937052379207,0.16922172099052346,0.16660364386365759,0.07524175349008694,0.13016625436444731,0.07615053708771448,0.007715651555391565,0.0,0.0,0.0,0.01119439242117656,0.07797005334380781,0.0,0.0,0.1664759702986636,0.0751797589609773,0.12996407618693,0.0,0.0,0.29603824148912855,0.28500138370683475
193,1,BABA,20261101,194,0.1477429030911569,0.12438938446195194,0.12318082395477097,0.050778369110178787,0.11061327337755496,0.08643426801014956,0.007825897859735054,0.0,0.0,0.0,0.01165217361011947,0.08827385858922364,0.0,0.0,0.12337162997569401,0.050744299688334715,0.11057289924453712,0.0,0.0,0.24097990415604315,0.20374280480674534
194,1,BABA,20261101,195,0.17073248817034928,0.12401707998025437,0.12311607145919098,0.048426055682456864,0.0874938395518965,0.08580011624443099,0.007492148484075391,0.0,0.0,0.0,0.010625582179764123,0.08740424563018646,0.0,0.0,0.12302105431324183,0.04854912816012472,0.08772628174188658,0.0,0.0,0.2939505444295853,0.25814517394029146
195,1,BABA,20261101,196,0.12625046054042097,0.1379489948847904,0.1370863395367982,0.029141203126243208,0.11025163213051233,0.07057186986805414,0.007154414066589144,0.0,0.0,0.0,0.01039750889259653,0.071782848747496,0.0,0.0,0.13719370890935775,0.029195962019454468,0.11043683989251457,0.0,0.0,0.2695620363421116,0.23543329186446896
196,1,BABA,20261101,197,0.13003114922418227,0.1371534467953854,0.13598632945586417,0.0619702117453628,0.13319055484942463,0.060891846393407084,0.006730017097599376,0.0,0.0,0.0,0.009534079076193476,0.06194154775748528,0.0,0.0,0.13562730973633477,0.061979458064520425,0.13292669493875148,0.0,0.0,0.2571481101904492,0.20737174896567467
197,1,BABA,20261101,198,0.189012344283275,0.1315989444526843,0.13057907807314628,0.03360214024674221,0.09425262076711562,0.09159674490021698,0.007288052965552642,0.0,0.0,0.0,0.010525923208628817,0.09285515896823414,0.0,0.0,0.13065829577432944,0.033494759377741025,0.09404338730721264,0.0,0.0,0.19877546709663205,0.1370633296622764
198,1,BABA,20261101,199,0.1462673349567491,0.10745494166040943,0.10656152137849088,0.04958193814789112,0.11185673365317163,0.10522052032004406,0.007681991069702423,0.0,0.0,0.0,0.01103635634724675,0.10730535625647596,0.0,0.0,0.10684122549248548,0.049523421303467645,0.11217173695442266,0.0,0.0,0.207937362512005,0.1893490584921352
199,1,BABA,20261101,200,0.14282537799807832,0.14172311010114685,0.13973879458455343,0.035980271903996955,0.11062892605242615,0.0812157705760968,0.007739820856380804,0.0,0.0,0.0,0.0113350038852515,0.0833986354479084,0.0,0.0,0.13980419740356315,0.035898383151931175,0.11055173369353466,0.0,0.0,0.2318334039530321,0.18079310788971834
200,1,BABA,20261101,201,0.1713929048483248,0.1677946381575058,0.16505085005021697,0.06809274177502046,0.1335300240262551,0.07004624453941614,0.00734393858049487,0.0,0.0,0.0,0.010516825246529566,0.07124654690952663,0.0,0.0,0.16492244240316095,0.06814300425019765,0.1334166093829816,0.0,0.0,0.2514575094259376,0.24165208434336385
201,1,BABA,20261101,202,0.15206126290521002,0.12299310427002413,0.12233061101129826,0.043348001219054466,0.07760098157025089,0.0822035984898775,0.007445648004002058,0.0,0.0,0.0,0.010740330917225045,0.08307475119191875,0.0,0.0,0.12237808639198551,0.0434806810046945,0.07749235665615668,0.0,0.0,0.18710304822029675,0.19206448472411158
202,1,BABA,20261101,203,0.11761089979645381,0.12179502977419585,0.12057600895202152,0.04969612090869872,0.08020581791686926,0.07486669227413856,0.007281309114999745,0.0,0.0,0.0,0.010646842647217651,0.07560639892661454,0.0,0.0,0.12084106974031213,0.04975978982767106,0.0802417972853073,0.0,0.0,0.16676186848769303,0.19516734280884535
203,1,BABA,20261101,204,0.12988573695143674,0.14354864431072464,0.1417415578935367,0.04351642746119394,0.10547344683895518,0.07481432804394113,0.007294499200436951,0.0,0.0,0.0,0.01038035897883145,0.07548526733801662,0.0,0.0,0.14191681112331686,0.043455303632915346,0.10564712828331115,0.0,0.0,0.20898252299548298,0.1848207741377671
204,1,BABA,20261101,205,0.11858082604791507,0.11088476834192418,0.11000787652233715,0.049637606103342564,0.0931890022045199,0.07301480727061407,0.007232721225766937,0.0,0.0,0.0,0.010177734731715692,0.07377973760983764,0.0,0.0,0.11060736849183007,0.049716431734241034,0.09341009706950218,0.0,0.0,0.21094838975780728,0.18605113269529347
205,1,BABA,20261101,206,0.150433591359377,0.16978898627771347,0.16777218426289778,0.03891946077672784,0.15279209055837822,0.08403825155882674,0.007043577975016961,0.0,0.0,0.0,0.009834823165455753,0.08493858968338582,0.0,0.0,0.16767226828007462,0.03900402262275234,0.152682307686057,0.0,0.0,0.19050104356424818,0.17989819116254707
206,1,BABA,20261101,207,0.16880555886540619,0.15405763639846864,0.15254690969225693,0.05281693977420543,0.10784487039620931,0.10074594300180743,0.007321859642899559,0.0,0.0,0.0,0.010294608220183925,0.10243140045948021,0.0,0.0,0.15255156292204247,0.05298867997701614,0.10807440306345717,0.0,0.0,0.16163252527619099,0.15113464334142565
207,1,BABA,20261101,208,0.13176616239931233,0.1361307930240223,0.13490527183975318,0.04758357453137205,0.12265711760071547,0.08015270043289782,0.007654954872469796,0.0,0.0,0.0,0.01081874807884828,0.0808951342307707,0.0,0.0,0.1348798491649567,0.04763752129847475,0.12263195201036056,0.0,0.0,0.21789291066402822,0.19429327803549679
