basis,mode,a_angstrom,b_angstrom,energy_hartree
sto-3g,one_electron_cross_deleted,0.7,2.1999999999999997,-0.5830717556507938
sto-3g,without_edge_01,0.7,2.1999999999999997,-1.2512423216843476
sto-3g,full,0.7,2.3,-1.6821009744906825
sto-3g,one_electron_cross_deleted,0.7,2.3,-0.5847695838112328
sto-3g,without_edge_01,0.7,2.3,-1.2502135632133862
sto-3g,full,0.7,2.3999999999999995,-1.6787812613130346
sto-3g,one_electron_cross_deleted,0.7,2.3999999999999995,-0.5858900703005756
sto-3g,without_edge_01,0.7,2.3999999999999995,-1.2493717981277812
sto-3g,full,0.7,2.4999999999999996,-1.6758092191594853
sto-3g,one_electron_cross_deleted,0.7,2.4999999999999996,-0.586600111488826
sto-3g,without_edge_01,0.7,2.4999999999999996,-1.2486715930446168
sto-3g,full,0.7999999999999999,0.7,-1.4373085192680621
sto-3g,one_electron_cross_deleted,0.7999999999999999,0.7,0.02985813658796843
sto-3g,without_edge_01,0.7999999999999999,0.7,-1.3656098201877453
sto-3g,full,0.7999999999999999,0.7999999999999999,-1.462523887562761
sto-3g,one_electron_cross_deleted,0.7999999999999999,0.7999999999999999,-0.19787279565299754
sto-3g,without_edge_01,0.7999999999999999,0.7999999999999999,-1.4096848367523291
sto-3g,full,0.7999999999999999,0.8999999999999999,-1.5632234325419447
sto-3g,one_electron_cross_deleted,0.7999999999999999,0.8999999999999999,-0.3607136458050344
sto-3g,without_edge_01,0.7999999999999999,0.8999999999999999,-1.4264488787960947
sto-3g,full,0.7999999999999999,0.9999999999999999,-1.6309303314304677
sto-3g,one_electron_cross_deleted,0.7999999999999999,0.9999999999999999,-0.47882611571975486
sto-3g,without_edge_01,0.7999999999999999,0.9999999999999999,-1.4281218540239196
sto-3g,full,0.7999999999999999,1.0999999999999999,-1.675933777210886
sto-3g,one_electron_cross_deleted,0.7999999999999999,1.0999999999999999,-0.5653811685103207
sto-3g,without_edge_01,0.7999999999999999,1.0999999999999999,-1.4217846032421355
sto-3g,full,0.7999999999999999,1.1999999999999997,-1.7050775058006962
sto-3g,one_electron_cross_deleted,0.7999999999999999,1.1999999999999997,-0.6290352241557624
sto-3g,without_edge_01,0.7999999999999999,1.1999999999999997,-1.411721954406136
sto-3g,full,0.7999999999999999,1.2999999999999998,-1.7230764811852461
sto-3g,one_electron_cross_deleted,0.7999999999999999,1.2999999999999998,-0.6757392203192745
sto-3g,without_edge_01,0.7999999999999999,1.2999999999999998,-1.400549541731415
sto-3g,full,0.7999999999999999,1.4,-1.7332764170813273
sto-3g,one_electron_cross_deleted,0.7999999999999999,1.4,-0.7098744452383632
sto-3g,without_edge_01,0.7999999999999999,1.4,-1.3897661452729664
sto-3g,full,0.7999999999999999,1.4999999999999998,-1.7380882473525192
sto-3g,one_electron_cross_deleted,0.7999999999999999,1.4999999999999998,-0.7356178234792909
sto-3g,without_edge_01,0.7999999999999999,1.4999999999999998,-1.3801155711027047
sto-3g,full,0.7999999999999999,1.5999999999999996,-1.7392552060400792
sto-3g,one_electron_cross_deleted,0.7999999999999999,1.5999999999999996,-0.7541792919451864
sto-3g,without_edge_01,0.7999999999999999,1.5999999999999996,-1.3718712191146185
sto-3g,full,0.7999999999999999,1.6999999999999997,-1.7380341178904564
sto-3g,one_electron_cross_deleted,0.7999999999999999,1.6999999999999997,-0.7674729273403464
sto-3g,without_edge_01,0.7999999999999999,1.6999999999999997,-1.3650442963362286
sto-3g,full,0.7999999999999999,1.7999999999999998,-1.7353257849335844
sto-3g,one_electron_cross_deleted,0.7999999999999999,1.7999999999999998,-0.7769308872063863
sto-3g,without_edge_01,0.7999999999999999,1.7999999999999998,-1.3595158142831947
sto-3g,full,0.7999999999999999,1.8999999999999997,-1.7317698642073451
sto-3g,one_electron_cross_deleted,0.7999999999999999,1.8999999999999997,-0.7843941579752731
sto-3g,without_edge_01,0.7999999999999999,1.8999999999999997,-1.355111471348049
sto-3g,full,0.7999999999999999,1.9999999999999996,-1.7278136563918252
sto-3g,one_electron_cross_deleted,0.7999999999999999,1.9999999999999996,-0.7897551010062354
sto-3g,without_edge_01,0.7999999999999999,1.9999999999999996,-1.351642376168186
sto-3g,full,0.7999999999999999,2.0999999999999996,-1.7237622363253502
sto-3g,one_electron_cross_deleted,0.7999999999999999,2.0999999999999996,-0.7935476795220358
sto-3g,without_edge_01,0.7999999999999999,2.0999999999999996,-1.3489275506808447
sto-3g,full,0.7999999999999999,2.1999999999999997,-1.7198157235745244
sto-3g,one_electron_cross_deleted,0.7999999999999999,2.1999999999999997,-0.7962009202626934
sto-3g,without_edge_01,0.7999999999999999,2.1999999999999997,-1.346806242379098
sto-3g,full,0.7999999999999999,2.3,-1.7160976969080974
sto-3g,one_electron_cross_deleted,0.7999999999999999,2.3,-0.7980294373474526
sto-3g,without_edge_01,0.7999999999999999,2.3,-1.345143521022167
sto-3g,full,0.7999999999999999,2.3999999999999995,-1.7126771780083772
sto-3g,one_electron_cross_deleted,0.7999999999999999,2.3999999999999995,-0.7992633865293874
sto-3g,without_edge_01,0.7999999999999999,2.3999999999999995,-1.3438310811030063
sto-3g,full,0.7999999999999999,2.4999999999999996,-1.7095855518219292
sto-3g,one_electron_cross_deleted,0.7999999999999999,2.4999999999999996,-0.8000708012754529
sto-3g,without_edge_01,0.7999999999999999,2.4999999999999996,-1.3427849210061016
sto-3g,full,0.8999999999999999,0.7,-1.5375621111289215
sto-3g,one_electron_cross_deleted,0.8999999999999999,0.7,-0.13918769084805627
sto-3g,without_edge_01,0.8999999999999999,0.7,-1.4630433063704116
sto-3g,full,0.8999999999999999,0.7999999999999999,-1.5632234325419412
sto-3g,one_electron_cross_deleted,0.8999999999999999,0.7999999999999999,-0.36071364580503396
sto-3g,without_edge_01,0.8999999999999999,0.7999999999999999,-1.5032579810278048
sto-3g,full,0.8999999999999999,0.8999999999999999,-1.56074819014637
sto-3g,one_electron_cross_deleted,0.8999999999999999,0.8999999999999999,-0.5194148965873957
sto-3g,without_edge_01,0.8999999999999999,0.8999999999999999,-1.5163895864845056
sto-3g,full,0.8999999999999999,0.9999999999999999,-1.6294763128353718
sto-3g,one_electron_cross_deleted,0.8999999999999999,0.9999999999999999,-0.6348682974526381
sto-3g,without_edge_01,0.8999999999999999,0.9999999999999999,-1.5145854694773475
sto-3g,full,0.8999999999999999,1.0999999999999999,-1.6756311890145503
sto-3g,one_electron_cross_deleted,0.8999999999999999,1.0999999999999999,-0.7197888979238272
sto-3g,without_edge_01,0.8999999999999999,1.0999999999999999,-1.5049139497452226
sto-3g,full,0.8999999999999999,1.1999999999999997,-1.7059395402282536
