condition,seed,damage_amplitude,alive,death_time,divisions,boundary_recovery,metabolic_recovery,information_repair_recovery
reinjected,2026091927,0.6,True,,0,0.999254077457328,0.9995701709783743,0.9982724698877669
reinjected,2026091928,0.6,True,,0,0.9994149401231058,0.9993392269305044,0.998170655687682
reinjected,2026091929,0.6,True,,0,0.998473406217135,0.999217141596021,0.9976025075818318
reinjected,2026091930,0.6,True,,0,0.9993052347450675,1.0000355755202572,0.9913638326550269
reinjected,2026091931,0.6,True,,0,1.0000333822424419,0.9993049310258104,0.9953901527941139
nonliving,2026091900,0.6,False,53.38,0,0.1840636628592199,0.249009796713806,0.20991816852721534
nonliving,2026091901,0.6,False,53.36,0,0.18330338603390636,0.24603766152496198,0.211450744761439
nonliving,2026091902,0.6,False,53.26,0,0.1885920132312878,0.24698999428925683,0.21042706893535004
nonliving,2026091903,0.6,False,53.36,0,0.18356696617420795,0.249711809316299,0.21077095500891743
nonliving,2026091904,0.6,False,53.620000000000005,0,0.18289422160764618,0.24064375194849058,0.21033011808747923
nonliving,2026091905,0.6,False,53.14,0,0.18846850983748686,0.25073400656483524,0.2119199119019583
nonliving,2026091906,0.6,False,53.160000000000004,0,0.1860237260854193,0.2508878429147252,0.21131240356058004
nonliving,2026091907,0.6,False,53.26,0,0.183625287319122,0.25107749747622754,0.21089195941387257
nonliving,2026091908,0.6,False,52.94,0,0.1897038103063357,0.2620379861412138,0.21266379080887993
nonliving,2026091909,0.6,False,53.28,0,0.18723446930235965,0.25210290987748973,0.21037978878927927
nonliving,2026091910,0.6,False,53.120000000000005,0,0.18604704116218979,0.25446460126220066,0.21236087119699296
nonliving,2026091911,0.6,False,53.26,0,0.18443720974856226,0.24794974567712433,0.21143040384486092
nonliving,2026091912,0.6,False,53.4,0,0.1868496722394144,0.2504288633335213,0.21056855083960893
nonliving,2026091913,0.6,False,53.160000000000004,0,0.18626265784730922,0.25378678794407916,0.2122399417472794
nonliving,2026091914,0.6,False,53.08,0,0.1858039684107973,0.2530397491423246,0.21217191737468188
nonliving,2026091915,0.6,False,53.26,0,0.18979123075761967,0.25273153088182565,0.2122269175244868
nonliving,2026091916,0.6,False,53.36,0,0.18407256905475067,0.247308811793067,0.20988169495861375
nonliving,2026091917,0.6,False,53.36,0,0.18261027837281574,0.24423499059043707,0.21041080002353582
nonliving,2026091918,0.6,False,53.120000000000005,0,0.18517207688110263,0.253094628466643,0.21121626601698168
nonliving,2026091919,0.6,False,53.120000000000005,0,0.1797401058280004,0.2515221948343176,0.21176434433910607
nonliving,2026091920,0.6,False,53.2,0,0.1908662194937385,0.255735760499678,0.21114759292385019
nonliving,2026091921,0.6,False,53.24,0,0.18386388733583744,0.25068453114063377,0.21039241256167956
nonliving,2026091922,0.6,False,53.1,0,0.19019625124773504,0.25847215831601306,0.21180006427837567
nonliving,2026091923,0.6,False,53.18,0,0.1860530248325308,0.25396068690611595,0.21132303479907308
nonliving,2026091924,0.6,False,53.06,0,0.19082629503852166,0.2587033434966881,0.21256068821541946
nonliving,2026091925,0.6,False,53.160000000000004,0,0.18690315341702693,0.2567827726281113,0.21202659734038012
nonliving,2026091926,0.6,False,53.18,0,0.1889074020534676,0.25117583701039076,0.21188459091284131
nonliving,2026091927,0.6,False,53.2,0,0.18865608003517423,0.24774337385913495,0.21123215525757857
nonliving,2026091928,0.6,False,53.5,0,0.184377517628461,0.24620705233780096,0.2107770606042378
nonliving,2026091929,0.6,False,53.24,0,0.18477687604158866,0.2510872970491658,0.21149456414552667
nonliving,2026091930,0.6,False,53.38,0,0.18601128767533393,0.2489696775509254,0.21089297998457454
nonliving,2026091931,0.6,False,53.1,0,0.19041753539953535,0.2566364637597508,0.2112442000074982
