scope,balanced_accuracy,class0_recall,class1_recall,class2_recall,false_class2_rate
T1,1.000000000000,1.000000000000,1.000000000000,1.000000000000,0.000000000000
T2,1.000000000000,1.000000000000,1.000000000000,1.000000000000,0.000000000000
T3,1.000000000000,1.000000000000,1.000000000000,1.000000000000,0.000000000000
