training_seed,architecture,task_competent,heldout_both_correct,component_norm,normal_cross_entropy,normal_both_correct,delete_cross_entropy_increase,random_delete_cross_entropy_increase_median,delete_selectivity,delete_empirical_percentile,delete_empirical_p,bilateral_response_minimum
1016,distributed,True,1.0,0.3579992680518914,4.059344966179266e-06,1.0,0.6041080113032479,0.43234631346765134,0.17176169783559653,1.0,0.015384615384615385,1.0
1016,central_shared,True,1.0,0.28659191736674405,1.0354049371733442e-05,1.0,0.06561501397828465,0.07252511560088283,-0.006910101622598183,0.09375,0.9076923076923077,1.0
1016,directional_relay,True,1.0,0.21637975167070583,1.345231287480937e-06,1.0,0.00027240327141099893,0.02772798165911905,-0.02745557838770805,0.0,1.0,0.978759765625
1016,four_channel_crossbar,True,1.0,0.4050661845215344,8.114694468911579e-08,1.0,2.9841575147559567,0.38745247162058927,2.5967050431353673,1.0,0.015384615384615385,0.927001953125
1017,independent,False,0.1123046875,0.0,1.0986304880921418,0.1123046875,0.0,0.0,0.0,0.0,1.0,0.0
1017,distributed,True,1.0,0.26802267670257207,2.136188157030102e-05,1.0,0.2168535625160301,0.034550544013265114,0.18230301850276498,1.0,0.015384615384615385,1.0
1017,central_shared,True,0.9990234375,0.2850265582123246,0.00013471051430829004,1.0,0.8152173910264088,0.1356328994465444,0.6795844915798643,1.0,0.015384615384615385,0.999267578125
1017,directional_relay,True,1.0,0.2923272465240131,2.917534506410907e-06,1.0,3.1002784813856437,0.08745708289300849,3.012821398492635,1.0,0.015384615384615385,0.998779296875
1017,four_channel_crossbar,True,1.0,0.3700854353804167,1.0242723618030174e-05,1.0,2.6050730382005676,0.23531834369544666,2.369754694505121,1.0,0.015384615384615385,1.0
1018,independent,False,0.110107421875,0.0,1.0986894624763845,0.110107421875,0.0,0.0,0.0,0.0,1.0,0.0
1018,distributed,True,0.999755859375,0.4160716914198511,0.00014321653311898547,1.0,1.229220474632474,0.47112438471305446,0.7580960899194196,1.0,0.015384615384615385,0.999755859375
1018,central_shared,True,0.999755859375,0.3006312022734869,8.000984298311418e-05,1.0,0.7255969195553694,0.22690266638709364,0.49869425316827576,1.0,0.015384615384615385,1.0
1018,directional_relay,True,1.0,0.5128766912586376,3.0279151544637586e-06,1.0,2.1456900325931865,0.3286546565175735,1.817035376075613,1.0,0.015384615384615385,0.999755859375
1018,four_channel_crossbar,True,1.0,0.42373718302158525,1.7796663027397725e-05,1.0,4.34169937635187,0.49899752047301454,3.8427018558788553,1.0,0.015384615384615385,0.999755859375
1019,independent,False,0.11474609375,0.0,1.098733703818859,0.11474609375,0.0,0.0,0.0,0.0,1.0,0.0
1019,distributed,True,1.0,0.3048255806163148,9.49990146310797e-06,1.0,0.31193805134297375,0.16843680714762704,0.1435012441953467,1.0,0.015384615384615385,1.0
1019,central_shared,True,0.999755859375,0.27909079978985035,1.3311629042657784e-05,1.0,0.3907711593259881,0.23322038861323013,0.15755077071275797,1.0,0.015384615384615385,0.992431640625
1019,directional_relay,True,1.0,0.3912999728406259,2.6418029997271198e-05,1.0,2.430868290638058,0.37577569532753385,2.055092595310524,1.0,0.015384615384615385,0.992431640625
1019,four_channel_crossbar,True,1.0,0.37661064626056295,3.17364880219886e-07,1.0,0.09685132431172797,0.4700492723469239,-0.3731979480351959,0.0,1.0,0.987060546875
1020,independent,False,0.11474609375,0.0,1.098695386155154,0.11474609375,0.0,0.0,0.0,0.0,1.0,0.0
1020,distributed,True,1.0,0.2511489615453094,6.66191466756836e-06,1.0,0.3005963576831747,0.053327959225091245,0.24726839845808346,1.0,0.015384615384615385,1.0
1020,central_shared,True,1.0,0.37208156513090607,1.3922964295336041e-06,1.0,1.59551404942992,0.14865031069846563,1.4468637387314545,1.0,0.015384615384615385,0.9931640625
1020,directional_relay,True,1.0,0.3714975828984781,9.15556861571603e-07,1.0,0.5995057419410201,0.30162014206148974,0.2978855998795304,1.0,0.015384615384615385,0.997802734375
1020,four_channel_crossbar,True,1.0,0.3502473444834364,3.668520337087727e-07,1.0,1.9276657186789428,0.5029463065801906,1.424719412098752,1.0,0.015384615384615385,0.999755859375
