training_seed,architecture,transition,model_weight_hash,heldout_both_correct,task_competent,untrained_component_norm,component_norm,component_a_norm,component_b_norm,component_bilateral_support,next_component_norm,transported_norm,transport_fraction,transport_percentile,probability_response,probability_response_percentile,erase_cross_entropy_increase,exchange_cross_entropy_increase,bilateral_fraction,reconstruction_error
8011,dual_independent_relay,6_to_7,c8b27e16af2a7400009e62cffd374d5f7ead1c03981ae06f4462ee38d77a91cd,1.0,True,3.962762771135224e-20,2.3534398648615954e-17,3.328266575116772e-17,0.0,0.0,2.5473272466970613e-17,2.6912720446638512e-17,2.6912720446638513e-05,0.0,6.73409029149127e-23,0.0,0.0,0.0,0.0,1.1102230246251565e-16
8012,distributed,4_to_5,ea0bf946f1b4e9b6da471c49c96bcf72bade8d0f99e1a949ce2c7140253df7c0,1.0,True,0.0001067240209064566,0.07811388052379759,0.07711028346117452,0.07644261983848089,1.0,0.1131837658400579,0.06071684327063739,0.5364448056661898,0.0,2.3178087875993727e-07,0.0,1.2619737401711044e-07,2.404972745309146e-05,0.969970703125,3.3306690738754696e-16
8012,distributed,5_to_6,ea0bf946f1b4e9b6da471c49c96bcf72bade8d0f99e1a949ce2c7140253df7c0,1.0,True,0.0001067240209064566,0.1131837658400579,0.10844164566201976,0.11097209443236225,1.0,0.15412475177701032,0.09662978078585205,0.6269582248908161,1.0,4.3707171558652686e-07,0.0,2.66352162459022e-07,1.735482176689902e-05,0.9951171875,3.3306690738754696e-16
8012,distributed,6_to_7,ea0bf946f1b4e9b6da471c49c96bcf72bade8d0f99e1a949ce2c7140253df7c0,1.0,True,0.0001067240209064566,0.15412475177701032,0.13848948027024358,0.1618167531373087,1.0,0.22598484978662725,0.10733185045009716,0.4749515312705205,1.0,7.473552005324962e-07,0.0,5.000363661153236e-07,0.0005436150928669961,0.9892578125,3.3306690738754696e-16
8012,central_shared,4_to_5,d7bf647533f8d1c58050a763c73599184d91d0985257f2174060be1e4d70439a,1.0,True,0.00011200727942901743,0.11872500358107811,0.10358539566251149,0.12600074736788672,1.0,0.19718806038061942,0.09859418565401648,0.5000007884032455,0.0,9.094643159854444e-07,0.0,3.5539954152016203e-07,7.12899373557196e-05,0.953857421875,2.220446049250313e-16
8012,central_shared,5_to_6,d7bf647533f8d1c58050a763c73599184d91d0985257f2174060be1e4d70439a,1.0,True,0.00011200727942901743,0.19718806038061942,0.17332004125798317,0.21333419753904814,1.0,0.2501753691015918,0.1479263864924889,0.5912907694458865,0.0,1.2776843310604617e-06,0.0,4.011055052151263e-07,0.0011464432236171303,0.9599609375,3.7470027081099033e-16
8012,central_shared,6_to_7,d7bf647533f8d1c58050a763c73599184d91d0985257f2174060be1e4d70439a,1.0,True,0.00011200727942901743,0.2501753691015918,0.21330524957433805,0.274074333734323,1.0,0.2835913813519292,0.16707586433712213,0.5891429546999721,0.0,4.484895327405909e-06,0.0,5.4473824165761885e-06,0.002014228652709642,0.97900390625,3.3306690738754696e-16
8012,directional_relay,4_to_5,a3298ca3fa144afa9af24888ebc3d29de9e5088daa27fd52bd2c37d0462cf76c,1.0,True,9.79949907326762e-05,0.05615386852893836,0.05512666026692696,0.04954669702702977,1.0,0.0937778708867553,0.04720519848245033,0.5033724698170489,1.0,3.87727993173003e-07,0.0,9.845205655141986e-08,1.0311655192472116e-06,0.98486328125,3.0531133177191805e-16
8012,directional_relay,5_to_6,a3298ca3fa144afa9af24888ebc3d29de9e5088daa27fd52bd2c37d0462cf76c,1.0,True,9.79949907326762e-05,0.0937778708867553,0.0896830797792039,0.08671109704895925,1.0,0.14472042800177898,0.07832690454881092,0.541229083069379,1.0,8.916890373519887e-07,0.0,6.516021927123104e-07,7.284575780836465e-06,0.99560546875,3.3306690738754696e-16
8012,directional_relay,6_to_7,a3298ca3fa144afa9af24888ebc3d29de9e5088daa27fd52bd2c37d0462cf76c,1.0,True,9.79949907326762e-05,0.14472042800177898,0.1633435451216994,0.11262554796670378,1.0,0.16674623777162761,0.10720848628105176,0.6429439591187802,1.0,4.203474782603092e-06,0.5625,5.343841495702969e-06,0.001242555285990453,1.0,3.3306690738754696e-16
8012,four_channel_crossbar,4_to_5,79675cec12f8d754f208a219fc9d8ec852040a25945cf24ce3ff1b540232e104,1.0,True,0.00010628729294541128,0.07054288596204981,0.051803377137495776,0.08216289791882939,1.0,0.13019185536017291,0.06346364660303483,0.48746249469649267,1.0,5.42903169560726e-07,0.0,2.2981387697640944e-07,7.090874085201695e-07,0.98779296875,3.0531133177191805e-16
8012,four_channel_crossbar,5_to_6,79675cec12f8d754f208a219fc9d8ec852040a25945cf24ce3ff1b540232e104,1.0,True,0.00010628729294541128,0.13019185536017291,0.09370295064829738,0.1544709043097756,1.0,0.16267608201002062,0.10627890169053106,0.6533160891100416,1.0,7.722134985523567e-07,0.0,2.1360133648046222e-07,2.215565709978054e-06,1.0,3.3306690738754696e-16
8012,four_channel_crossbar,6_to_7,79675cec12f8d754f208a219fc9d8ec852040a25945cf24ce3ff1b540232e104,1.0,True,0.00010628729294541128,0.16267608201002062,0.1431606109554096,0.17543486231955008,1.0,0.1870560187971495,0.12127918910408483,0.6483575876572274,1.0,1.3031180607848084e-06,0.0,3.5657904875267043e-07,5.028712702748695e-05,0.99853515625,3.3306690738754696e-16
8012,dual_independent_relay,4_to_5,83518d564dca0a8064659bdfc43e86d4feca73b470a4f70062ef7ec7c079d673,0.999755859375,True,2.328416151957995e-19,1.9157248697447367e-17,2.7092440925684372e-17,0.0,0.0,2.1587848574863245e-17,2.0479929281514247e-17,2.047992928151425e-05,0.90625,1.4389052795817182e-21,1.0,0.0,0.0,0.0,2.220446049250313e-16
8012,dual_independent_relay,5_to_6,83518d564dca0a8064659bdfc43e86d4feca73b470a4f70062ef7ec7c079d673,0.999755859375,True,2.328416151957995e-19,2.1587848574863245e-17,3.052982823702829e-17,0.0,0.0,2.2938756405079773e-17,1.7654443222740367e-17,1.7654443222740367e-05,0.0,4.664042030931495e-22,0.46875,0.0,0.0,0.0,2.220446049250313e-16
8012,dual_independent_relay,6_to_7,83518d564dca0a8064659bdfc43e86d4feca73b470a4f70062ef7ec7c079d673,0.999755859375,True,2.328416151957995e-19,2.2938756405079773e-17,3.244030041203652e-17,0.0,0.0,2.500126431387777e-17,1.4219126826215754e-17,1.4219126826215754e-05,0.0,4.46411463772522e-22,0.0,0.0,0.0,0.0,2.220446049250313e-16
8013,distributed,4_to_5,b2b1df162f01abde434516ca045357743e8c7e14350db2cec140e1513f5df0c5,1.0,True,0.00015125850776611017,0.06717999034670658,0.06261419954836982,0.06708610808369697,1.0,0.1256489809113074,0.05850678255263114,0.4656367455453512,0.0,5.671178556416178e-06,0.0,2.775245224517626e-07,0.0003482692176163432,0.9931640625,2.7755575615628914e-16
8013,distributed,5_to_6,b2b1df162f01abde434516ca045357743e8c7e14350db2cec140e1513f5df0c5,1.0,True,0.00015125850776611017,0.1256489809113074,0.12146600660785514,0.12351270114590183,1.0,0.1945686930146306,0.10443860234926373,0.5367698201139197,0.0,4.7629442064150896e-06,0.0,-2.9201824609408087e-06,0.00375810955313123,1.0,3.3306690738754696e-16
8013,distributed,6_to_7,b2b1df162f01abde434516ca045357743e8c7e14350db2cec140e1513f5df0c5,1.0,True,0.00015125850776611017,0.1945686930146306,0.16292495144627245,0.21173711152321675,1.0,0.2476064283436505,0.14311318668280731,0.5779865556809453,0.0,7.109755004969327e-06,0.0,-1.707766370454792e-06,0.008422348715890421,1.0,3.3306690738754696e-16
8013,central_shared,4_to_5,9821c58dffb7f14e9f8a6f8f673edcb3dcac7b0c2b2f361da5696fe515870127,1.0,True,0.00022973265484813187,0.07918277365969512,0.08607529202779635,0.06456769499600264,1.0,0.15215294701178206,0.07300326806822592,0.4798018671473571,1.0,3.223197021095274e-06,0.0,-3.6923278018561866e-06,0.000531778086771074,0.9677734375,2.7755575615628914e-16
8013,central_shared,5_to_6,9821c58dffb7f14e9f8a6f8f673edcb3dcac7b0c2b2f361da5696fe515870127,1.0,True,0.00022973265484813187,0.15215294701178206,0.1425717054757239,0.14461874360620458,1.0,0.19874071157492548,0.11397638722130521,0.5734929009667754,0.0,4.8088808069053985e-06,0.0,-4.917861967537836e-06,0.0018758185548024128,0.99658203125,2.498001805406602e-16
8013,central_shared,6_to_7,9821c58dffb7f14e9f8a6f8f673edcb3dcac7b0c2b2f361da5696fe515870127,1.0,True,0.00022973265484813187,0.19874071157492548,0.1902625157851143,0.19371661246213528,1.0,0.2535239702209,0.1534726663668159,0.6053576166115274,1.0,7.72211698277717e-06,0.0,-1.6629732152946674e-06,0.004027944852562146,0.99267578125,3.3306690738754696e-16
8013,directional_relay,4_to_5,6da41cc3bf351e3bd249bb709fdecc41b8b4f5273695c4c5ae52e78ef8b61c77,1.0,True,0.0001335245406074016,0.0309878232182099,0.021034373767245294,0.03670375865209278,1.0,0.09103821645686375,0.0322660806047909,0.3544234702805212,1.0,1.2431207106489083e-06,0.53125,2.4018267143989235e-08,7.265326876016308e-07,1.0,2.220446049250313e-16
8013,directional_relay,5_to_6,6da41cc3bf351e3bd249bb709fdecc41b8b4f5273695c4c5ae52e78ef8b61c77,1.0,True,0.0001335245406074016,0.09103821645686375,0.09970806128210369,0.07594751806762912,1.0,0.15901821431160695,0.07439455479080508,0.46783668847534604,1.0,2.2424077135640683e-06,0.0,1.3226481402775765e-06,4.170601820780907e-06,1.0,2.498001805406602e-16
8013,directional_relay,6_to_7,6da41cc3bf351e3bd249bb709fdecc41b8b4f5273695c4c5ae52e78ef8b61c77,1.0,True,0.0001335245406074016,0.15901821431160695,0.181886705735183,0.12463052848239348,1.0,0.22737175473512855,0.11106738865889779,0.48848366758783723,1.0,4.2732874937499e-06,0.0,3.7206969359913058e-06,2.1748448505179125e-05,1.0,2.7755575615628914e-16
8013,four_channel_crossbar,4_to_5,7c02a2df8ffcbd3e0964b4ecd2a52c0129ed72861f0696e03d31a5271977bb8c,1.0,True,0.00012232987580222364,0.03541561446187616,0.021029762817523875,0.043696920404419484,1.0,0.06687276690444947,0.026797765052174807,0.4007276249009487,0.0,1.1203550914999668e-08,0.0,-2.040599592326791e-09,3.039052846840838e-09,0.70166015625,2.7755575615628914e-16
8013,four_channel_crossbar,5_to_6,7c02a2df8ffcbd3e0964b4ecd2a52c0129ed72861f0696e03d31a5271977bb8c,1.0,True,0.00012232987580222364,0.06687276690444947,0.05757625884819645,0.06767668238256233,1.0,0.10031162919282868,0.042588145374963325,0.42455840581650095,0.0,2.1483143181719842e-08,0.09375,-1.0419708199301039e-09,1.9108633879164197e-08,0.84814453125,2.7755575615628914e-16
8013,four_channel_crossbar,6_to_7,7c02a2df8ffcbd3e0964b4ecd2a52c0129ed72861f0696e03d31a5271977bb8c,1.0,True,0.00012232987580222364,0.10031162919282868,0.0961473353093478,0.09877812565078317,1.0,0.14152357738313365,0.06353490939054178,0.44893515670918643,1.0,3.039750776704958e-08,0.0,-7.109986040914515e-09,4.5776633449958347e-08,0.95263671875,2.7755575615628914e-16
8013,dual_independent_relay,4_to_5,6062ea2fffa9b0d5cbd2c1d1d9f964d4bc9aa5a2a5179cffd173bda2da612558,1.0,True,7.565739052492314e-20,2.1280398803062334e-17,3.009502859999893e-17,0.0,0.0,2.6143079506605222e-17,2.5979167187283382e-17,2.5979167187283382e-05,1.0,2.4262079783232604e-24,0.34375,0.0,0.0,0.0,2.220446049250313e-16
8013,dual_independent_relay,5_to_6,6062ea2fffa9b0d5cbd2c1d1d9f964d4bc9aa5a2a5179cffd173bda2da612558,1.0,True,7.565739052492314e-20,2.6143079506605222e-17,3.697189760043923e-17,0.0,0.0,2.9351126314205555e-17,2.8647130436615775e-17,2.8647130436615775e-05,1.0,3.248137932691137e-24,0.09375,0.0,0.0,0.0,2.220446049250313e-16
8013,dual_independent_relay,6_to_7,6062ea2fffa9b0d5cbd2c1d1d9f964d4bc9aa5a2a5179cffd173bda2da612558,1.0,True,7.565739052492314e-20,2.9351126314205555e-17,4.150876090447533e-17,0.0,0.0,2.9883885784439526e-17,2.7374597311237775e-17,2.7374597311237776e-05,1.0,4.5835553311145555e-24,0.0,0.0,0.0,0.0,2.220446049250313e-16
8014,distributed,4_to_5,ae49b0b3af659510e9901f1811dca0c9a7fa61f1270ac06e9bd201e16c54532f,0.999755859375,True,0.00012512352051642623,0.11229832776102319,0.0993272356087122,0.11782158173118219,1.0,0.2121727241915326,0.08977213982766241,0.42310876748994036,0.0,1.4708387166618729e-05,0.0,1.260002702403963e-05,0.0010359770681856856,1.0,4.440892098500626e-16
8014,distributed,5_to_6,ae49b0b3af659510e9901f1811dca0c9a7fa61f1270ac06e9bd201e16c54532f,0.999755859375,True,0.00012512352051642623,0.2121727241915326,0.21423372737906016,0.18922992275202072,1.0,0.2989028718686605,0.18776370529042152,0.6281763173320258,1.0,9.08446096604322e-05,0.0,0.00011903497312564755,0.04695887222615731,1.0,3.3306690738754696e-16
8014,distributed,6_to_7,ae49b0b3af659510e9901f1811dca0c9a7fa61f1270ac06e9bd201e16c54532f,0.999755859375,True,0.00012512352051642623,0.2989028718686605,0.3312330058130019,0.2511938634117104,1.0,0.3648885882334256,0.2240773834921529,0.6140980856019719,1.0,0.0026381161513065175,0.0,0.007481566950977934,0.01848413214336807,1.0,3.885780586188048e-16
8014,central_shared,4_to_5,be7c7a4ca11047d5d552b7354b9a05d4aef36becf01bf08da9a6ae9148123018,1.0,True,0.00014631192793130034,0.05949780393622105,0.059306164862803115,0.05693571007154252,1.0,0.10481772692358202,0.05510386438088364,0.5257113085562086,1.0,6.834103968474306e-07,0.0,-7.031148291558867e-07,1.5984972737846614e-06,1.0,3.3306690738754696e-16
8014,central_shared,5_to_6,be7c7a4ca11047d5d552b7354b9a05d4aef36becf01bf08da9a6ae9148123018,1.0,True,0.00014631192793130034,0.10481772692358202,0.11290110566167155,0.08607140229881008,1.0,0.15647741257290645,0.07677002660651056,0.4906141106515397,1.0,1.337430451615468e-06,0.0,-9.259907729748258e-07,1.9227508750941173e-05,1.0,2.220446049250313e-16
8014,central_shared,6_to_7,be7c7a4ca11047d5d552b7354b9a05d4aef36becf01bf08da9a6ae9148123018,1.0,True,0.00014631192793130034,0.15647741257290645,0.17330795484275377,0.12716517473424294,1.0,0.1932078325747855,0.10862525435503947,0.5622197242598516,1.0,1.9914898835003844e-06,0.0,-7.27502160894474e-07,0.00017591460374964657,1.0,3.3306690738754696e-16
8014,directional_relay,4_to_5,7c26fa5e66b6bf747412d9a69643b81a3b4c42badaff8a114917a7827dfc85a5,1.0,True,0.00010383804849653538,0.06406215873404111,0.042606046196438166,0.07642770156208711,1.0,0.13210412587375736,0.04493942547090286,0.3401818465068102,0.0,5.128232850175602e-06,0.0,5.3822031685233905e-06,1.0593728048206329e-05,1.0,2.220446049250313e-16
8014,directional_relay,5_to_6,7c26fa5e66b6bf747412d9a69643b81a3b4c42badaff8a114917a7827dfc85a5,1.0,True,0.00010383804849653538,0.13210412587375736,0.08683592810850427,0.16213635717034497,1.0,0.22645325399297708,0.09888185668882335,0.43665460727665206,0.0,1.660752179798672e-05,0.0,2.1544408118793882e-05,0.00022343369193186425,1.0,2.7755575615628914e-16
8014,directional_relay,6_to_7,7c26fa5e66b6bf747412d9a69643b81a3b4c42badaff8a114917a7827dfc85a5,1.0,True,0.00010383804849653538,0.22645325399297708,0.19810197812373068,0.23336240511206818,1.0,0.25814156456667126,0.14667898149039027,0.5682114065459106,0.0,2.7651839149541012e-05,0.0,3.7873527717838274e-05,0.00038041583663106493,1.0,3.3306690738754696e-16
8014,four_channel_crossbar,4_to_5,1c3d185cb362b86db32d380578cb8bed26530abd80776c324714561822a51d44,0.999755859375,True,7.59685244222796e-05,0.04570857667137658,0.026571965520819918,0.05367038629620491,1.0,0.09234605594882708,0.03885084394098659,0.42070929334021057,1.0,8.011199705392043e-07,0.0,2.425608264993253e-07,5.189922878302603e-07,0.866943359375,2.220446049250313e-16
8014,four_channel_crossbar,5_to_6,1c3d185cb362b86db32d380578cb8bed26530abd80776c324714561822a51d44,0.999755859375,True,7.59685244222796e-05,0.09234605594882708,0.054571027607108906,0.11420223667669196,1.0,0.1491401596008191,0.07576970211407752,0.5080435901160278,1.0,1.0800935912687987e-06,0.0,4.5453064090507506e-07,0.0004631380853064201,0.947265625,3.3306690738754696e-16
8014,four_channel_crossbar,6_to_7,1c3d185cb362b86db32d380578cb8bed26530abd80776c324714561822a51d44,0.999755859375,True,7.59685244222796e-05,0.1491401596008191,0.13649263015824728,0.15141671910547846,1.0,0.21625174571423658,0.11311109192140593,0.5230528500374527,1.0,1.5572049724443678e-06,0.0,1.1888537908913517e-06,0.0013817003804050647,0.993896484375,3.3306690738754696e-16
8014,dual_independent_relay,4_to_5,6374dd89b90aab1fc8c53b773e6773f6b02d642764473f9f8ee27d90f727f882,1.0,True,4.0869208270238086e-20,1.625150492247359e-17,2.2983098670335266e-17,0.0,0.0,2.117563991362939e-17,2.1079485746335767e-17,2.107948574633577e-05,0.0,1.2296497050417713e-22,0.96875,0.0,0.0,0.0,2.220446049250313e-16
8014,dual_independent_relay,5_to_6,6374dd89b90aab1fc8c53b773e6773f6b02d642764473f9f8ee27d90f727f882,1.0,True,4.0869208270238086e-20,2.117563991362939e-17,2.9946877157783714e-17,0.0,0.0,2.4876230411865478e-17,2.45745384257619e-17,2.45745384257619e-05,0.0,9.37929068508786e-23,0.0,0.0,0.0,0.0,2.220446049250313e-16
8014,dual_independent_relay,6_to_7,6374dd89b90aab1fc8c53b773e6773f6b02d642764473f9f8ee27d90f727f882,1.0,True,4.0869208270238086e-20,2.4876230411865478e-17,3.5180302429178207e-17,0.0,0.0,2.898909780147442e-17,2.5617804533532725e-17,2.5617804533532726e-05,0.0,1.1072162206320632e-22,0.0,0.0,0.0,0.0,2.220446049250313e-16
8015,distributed,4_to_5,b055c040ca957f56ed2245b5e4cc46a7b0a12f1ab4073fee37153147b0cdd31f,1.0,True,0.00021283255891219554,0.08024288825920511,0.07371837323434716,0.08337947227023876,1.0,0.1368760264319448,0.07426159441082189,0.5425463928684765,0.0,2.9799703537659767e-06,0.0,-1.931600419749378e-06,2.2172947516564264e-05,0.9951171875,2.220446049250313e-16
8015,distributed,5_to_6,b055c040ca957f56ed2245b5e4cc46a7b0a12f1ab4073fee37153147b0cdd31f,1.0,True,0.00021283255891219554,0.1368760264319448,0.1345250626107644,0.13399316617868223,1.0,0.1908883030844481,0.11319316452171309,0.5929811449559429,0.0,4.127091822342763e-06,0.0,-4.998331059143602e-07,0.0001389138603509195,0.996826171875,2.220446049250313e-16
8015,distributed,6_to_7,b055c040ca957f56ed2245b5e4cc46a7b0a12f1ab4073fee37153147b0cdd31f,1.0,True,0.00021283255891219554,0.1908883030844481,0.1829030491338508,0.19109778745906886,1.0,0.2648426278087314,0.1459930324449035,0.5512444641288609,0.0,1.1207672527792677e-05,0.0,9.487373046656463e-06,0.0018346529517079765,1.0,2.671474153004283e-16
8015,central_shared,4_to_5,0d1f5ea6e45bcf1acab11af5f6fa9853c0f12728bc7e6eb35cc27c9e0290d76a,1.0,True,0.0002341078891522335,0.09057970857668388,0.09067528057110757,0.08597676460829173,1.0,0.18293534008456916,0.08493493554892478,0.46428937956799504,1.0,4.5242197787025716e-07,0.0,9.152435871490803e-08,1.2824248886051847e-05,1.0,2.7755575615628914e-16
8015,central_shared,5_to_6,0d1f5ea6e45bcf1acab11af5f6fa9853c0f12728bc7e6eb35cc27c9e0290d76a,1.0,True,0.0002341078891522335,0.18293534008456916,0.1864695208844293,0.16917353331445184,1.0,0.2621861539115945,0.1523498929385449,0.581075280542523,1.0,5.989585267815708e-07,0.0,2.227937162258468e-07,3.0788210114609336e-05,1.0,3.3306690738754696e-16
8015,central_shared,6_to_7,0d1f5ea6e45bcf1acab11af5f6fa9853c0f12728bc7e6eb35cc27c9e0290d76a,1.0,True,0.0002341078891522335,0.2621861539115945,0.2850263762171947,0.21838455161532314,1.0,0.2787567029869984,0.19374750922028028,0.69504161566051,1.0,8.891016212398145e-06,0.0,1.2644284223196427e-05,0.0015821062094738946,1.0,2.7755575615628914e-16
8015,directional_relay,4_to_5,5feac09b9d29ab023d486f6eee2e245f988d2be5185001ccb7f0e7eaf6194343,1.0,True,0.00013589026964420467,0.08018214098663384,0.08941189663559757,0.06219668275800961,1.0,0.1281500851041173,0.09067176534299246,0.707543543723166,1.0,7.491217341364138e-06,0.0,7.168279378087058e-06,0.03563336201163472,0.98974609375,2.7755575615628914e-16
8015,directional_relay,5_to_6,5feac09b9d29ab023d486f6eee2e245f988d2be5185001ccb7f0e7eaf6194343,1.0,True,0.00013589026964420467,0.1281500851041173,0.1338957907988077,0.11386643739199552,1.0,0.19392559664249043,0.11456609187434409,0.5907734402155856,1.0,7.599466387952457e-06,0.0,6.218835545483289e-06,0.013193038109478293,1.0,3.885780586188048e-16
8015,directional_relay,6_to_7,5feac09b9d29ab023d486f6eee2e245f988d2be5185001ccb7f0e7eaf6194343,1.0,True,0.00013589026964420467,0.19392559664249043,0.19817159030394715,0.1796573981582365,1.0,0.2803893611184173,0.14713518236997977,0.5247530854347927,1.0,3.845885874886525e-05,0.0,5.191571987500887e-05,0.012922277170716714,1.0,3.3306690738754696e-16
8015,four_channel_crossbar,4_to_5,b683f6caf5b6ed1671172e190bbf7c9255026f6c7d634e4c387638ff677395ae,1.0,True,0.00021027958377020927,0.0638738688761546,0.054146848309120255,0.0667005301926265,1.0,0.10891666114472828,0.04424122208514453,0.4061933373660515,0.0,8.102146003427615e-08,0.0,-1.2574836787010001e-08,1.889392192458434e-07,0.965087890625,3.3306690738754696e-16
8015,four_channel_crossbar,5_to_6,b683f6caf5b6ed1671172e190bbf7c9255026f6c7d634e4c387638ff677395ae,1.0,True,0.00021027958377020927,0.10891666114472828,0.0991356188778797,0.11177911526333889,1.0,0.13731615199742778,0.07030051679070792,0.5119610167347597,0.0,9.823811338757167e-08,0.0,-2.751472695498566e-08,2.8762150165280514e-07,0.99365234375,3.3306690738754696e-16
8015,four_channel_crossbar,6_to_7,b683f6caf5b6ed1671172e190bbf7c9255026f6c7d634e4c387638ff677395ae,1.0,True,0.00021027958377020927,0.13731615199742778,0.13051118640013362,0.13961893688519292,1.0,0.1693038123120259,0.09390898300368111,0.5546773089232475,1.0,1.4787514663595071e-07,0.0,2.774736458216028e-08,2.2530354692650973e-06,1.0,3.3306690738754696e-16
8015,dual_independent_relay,4_to_5,e53ffc20a73d610122e9fdfb6ba9f9f0356d7148afd2706c8c03a289e6c2c683,0.99951171875,True,1.9726439776767967e-20,1.9027283434147548e-17,2.690864228768838e-17,0.0,0.0,2.354479481077517e-17,2.2250529501832565e-17,2.2250529501832566e-05,1.0,2.6549481900302254e-24,0.0,0.0,0.0,0.0,2.220446049250313e-16
8015,dual_independent_relay,5_to_6,e53ffc20a73d610122e9fdfb6ba9f9f0356d7148afd2706c8c03a289e6c2c683,0.99951171875,True,1.9726439776767967e-20,2.354479481077517e-17,3.329736814468992e-17,0.0,0.0,2.6895839162859782e-17,2.130607735064195e-17,2.130607735064195e-05,0.0,5.7846097329025695e-24,0.03125,0.0,0.0,0.0,1.1102230246251565e-16
8015,dual_independent_relay,6_to_7,e53ffc20a73d610122e9fdfb6ba9f9f0356d7148afd2706c8c03a289e6c2c683,0.99951171875,True,1.9726439776767967e-20,2.6895839162859782e-17,3.803646051552173e-17,0.0,0.0,2.917223850483842e-17,2.2290034475736802e-17,2.22900344757368e-05,0.28125,1.3097834158989885e-23,1.0,0.0,0.0,0.0,2.220446049250313e-16
8016,distributed,4_to_5,4618b0d2b2691500d83f624a40b23ad101b40e1f6f1e8b05133ee60ad62f63a1,1.0,True,0.0002269715602710799,0.08177828841091286,0.0777416344770554,0.0807792229116672,1.0,0.1629911998793419,0.07912702782904296,0.4854680982017349,1.0,1.2430905582827383e-05,0.0,1.6580609514253817e-05,0.0006144397089211709,0.98779296875,4.440892098500626e-16
8016,distributed,5_to_6,4618b0d2b2691500d83f624a40b23ad101b40e1f6f1e8b05133ee60ad62f63a1,1.0,True,0.0002269715602710799,0.1629911998793419,0.17196296259574667,0.1477406390165328,1.0,0.2740843884906955,0.13305639312641201,0.4854577594116746,0.0,5.111164469907238e-06,0.0,5.10703356864306e-06,0.0009339172379994841,0.996826171875,4.163336342344337e-16
8016,distributed,6_to_7,4618b0d2b2691500d83f624a40b23ad101b40e1f6f1e8b05133ee60ad62f63a1,1.0,True,0.0002269715602710799,0.2740843884906955,0.31239983517215875,0.21819986651953066,1.0,0.3525708244958189,0.2023547162612727,0.5739406161886558,0.0,0.00011985446085556181,0.0,0.00018778283251604734,0.003400006703501025,0.998291015625,3.3306690738754696e-16
8016,central_shared,4_to_5,de26598fe1ea64da7e05cb1932a9637e3709ff368ab7bf0e156bce640629eb86,0.999755859375,True,0.0002014144609253553,0.05297104632330892,0.05265765848414996,0.04813206469100001,1.0,0.07779705582633675,0.04280750217339627,0.5502457865366234,1.0,5.174377391243735e-07,0.0,-4.1611936917997585e-07,4.6594290790247926e-07,0.98486328125,2.220446049250313e-16
8016,central_shared,5_to_6,de26598fe1ea64da7e05cb1932a9637e3709ff368ab7bf0e156bce640629eb86,0.999755859375,True,0.0002014144609253553,0.07779705582633675,0.07482642200818723,0.07474827746813101,1.0,0.10086996960211492,0.05542102594529516,0.5494303821435191,1.0,4.802446322749582e-07,0.0,-2.0900134312820514e-07,5.0700857566077855e-06,0.9951171875,2.3592239273284576e-16
8016,central_shared,6_to_7,de26598fe1ea64da7e05cb1932a9637e3709ff368ab7bf0e156bce640629eb86,0.999755859375,True,0.0002014144609253553,0.10086996960211492,0.10075983379345776,0.09734601674147048,1.0,0.1240135935157459,0.0605283394925026,0.48807826445910846,0.0,9.347773488186654e-07,0.0,4.433689560918996e-07,1.7348330662253696e-05,1.0,2.7755575615628914e-16
8016,directional_relay,4_to_5,5d73bef13476069753d61b4c979641a892f9277f5654505cd853665ece8764c6,1.0,True,0.0001772159326763863,0.04390394217886952,0.017373664316180065,0.053816059785647574,1.0,0.08015172913607917,0.03334105209882396,0.41597420864393997,1.0,5.7214128482152667e-08,0.0,-4.140507023486059e-08,2.231806194434148e-08,0.87158203125,3.3306690738754696e-16
8016,directional_relay,5_to_6,5d73bef13476069753d61b4c979641a892f9277f5654505cd853665ece8764c6,1.0,True,0.0001772159326763863,0.08015172913607917,0.05744937830265953,0.08867990464186777,1.0,0.12669992577110784,0.054554163986231016,0.43057771071458145,0.0,9.968758556416757e-08,0.0,7.185223384736588e-09,2.7732312917976065e-06,0.950439453125,3.3306690738754696e-16
8016,directional_relay,6_to_7,5d73bef13476069753d61b4c979641a892f9277f5654505cd853665ece8764c6,1.0,True,0.0001772159326763863,0.12669992577110784,0.09921138319042035,0.1376920214327083,1.0,0.14973366387325643,0.0907914455626043,0.6063529283532101,1.0,8.869972927320918e-07,0.875,1.1549831047561549e-06,2.358229771503985e-06,1.0,2.636779683484747e-16
8016,four_channel_crossbar,4_to_5,d1a1b82d31569a021b749ca532b645ecca11fde647851d7d4d413f1a4c003ede,1.0,True,0.00011429590158642191,0.02612998529360941,0.023890781615375375,0.025040505429210998,1.0,0.05243219871006423,0.021076900680665745,0.4019839182639519,1.0,5.693978293858322e-08,0.59375,5.1643298118497584e-08,1.0172595561810942e-07,0.981689453125,2.220446049250313e-16
8016,four_channel_crossbar,5_to_6,d1a1b82d31569a021b749ca532b645ecca11fde647851d7d4d413f1a4c003ede,1.0,True,0.00011429590158642191,0.05243219871006423,0.04537162543437134,0.05459686493791088,1.0,0.08931696411292732,0.03403987958380256,0.38111326243427235,1.0,9.76605386916334e-08,0.0,4.555764097050082e-08,2.839268879170116e-07,0.9951171875,2.220446049250313e-16
