training_seed,architecture,heldout_both_correct,task_competent,transition,component_norm,next_component_norm,transported_component_norm,transport_fraction_of_next,transport_alignment_with_next,random_transport_median,transport_selectivity_over_random,transport_percentile,matched_own_history_transport,transport_selectivity_over_own_history,erase_cross_entropy_increase,random_action_loss_median,action_loss_selectivity_over_random,action_loss_percentile,matched_own_history_action_loss,action_loss_selectivity_over_own_history,erase_probability_response,random_probability_response_median,probability_response_selectivity_over_random,probability_response_percentile,exchange_cross_entropy_increase,erase_bilateral_fraction,exchange_bilateral_fraction,random_bilateral_median,reentry_state_reconstruction_error
3000,directional_relay,1.0,True,5_to_6,0.5751312856595252,0.6882197337223797,0.6818683288755112,0.9907712543891825,0.9745027129431928,0.36507048922658986,0.31679783964892133,1.0,0.4163439429376212,0.26552438593788996,4.99791989926636,0.7389018167456765,4.259018082520683,1.0,0.47928336635472085,4.518636532911639,0.4277547264820198,0.08317582695767674,0.34457889952434306,1.0,8.54197541291461,1.0,1.0,1.0,2.220446049250313e-16
3000,directional_relay,1.0,True,6_to_7,0.6882197337223797,0.7559405194576873,0.7665513088607314,1.0140365400847362,0.9842618457608968,0.4311999219188924,0.335351386941839,1.0,0.4622726579000936,0.30427865096063783,5.108620496754181,0.5647424368267003,4.543878059927481,1.0,0.5329311552331422,4.575689341521039,0.4447353306111501,0.0765184778887652,0.3682168527223849,1.0,8.734269824752149,1.0,1.0,1.0,2.220446049250313e-16
3000,four_channel_crossbar,0.999755859375,True,4_to_5,0.40122043849977773,0.5699798141979632,0.5112683324684077,0.8969937526433804,0.9187054554461025,0.28506616612525326,0.2262021663431545,1.0,0.401069160815175,0.11019917165323273,1.803323679054031,0.3881560728569583,1.4151676061970728,1.0,1.8877716526738741,-0.08444797361984313,0.22014065851889772,0.04157897974304071,0.17856167877585702,1.0,5.425798511907295,1.0,0.997314453125,0.9951171875,2.220446049250313e-16
3000,four_channel_crossbar,0.999755859375,True,5_to_6,0.5699798141979632,0.6764102092557074,0.6423917734152997,0.9497073885418731,0.933542079036258,0.3726299476300862,0.2697618257852135,1.0,0.46018218240120495,0.18220959101409478,2.639196733989012,0.4396621039014976,2.1995346300875145,1.0,1.068687328069904,1.5705094059191078,0.3066430114096707,0.05348006353791962,0.2531629478717511,1.0,7.340293930159025,1.0,0.998779296875,0.996826171875,2.220446049250313e-16
3000,four_channel_crossbar,0.999755859375,True,6_to_7,0.6764102092557074,0.7622323441258319,0.7409777935103762,0.9721153913511352,0.9448066230986929,0.41243283058435476,0.3285449629260214,1.0,0.49219840637141354,0.24877938713896264,2.895183448731696,0.2571606886879007,2.6380227600437953,1.0,0.885789117067184,2.009394331664512,0.37085786292770395,0.041223058275252515,0.32963480465245143,1.0,8.499031159942128,1.0,0.9990234375,0.998046875,2.220446049250313e-16
3001,independent,0.10888671875,False,4_to_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
3001,independent,0.10888671875,False,5_to_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
3001,independent,0.10888671875,False,6_to_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
3001,distributed,1.0,True,4_to_5,0.35231445819773877,0.4904574682330516,0.38840073539067455,0.791915223128211,0.649365452434023,0.31359587765424757,0.07480485773642698,1.0,0.41288316486718635,-0.024482429476511802,1.1403384079758647,0.24758462815755083,0.8927537798183138,1.0,1.8401194990129939,-0.6997810910371292,0.1532889313662281,0.03215002247336175,0.12113890889286634,1.0,3.8687143721084247,1.0,1.0,1.0,2.220446049250313e-16
3001,distributed,1.0,True,5_to_6,0.4904574682330516,0.6182299042980723,0.4771191217678757,0.7717503123851451,0.7209809469399084,0.3796944870181662,0.09742463474970947,1.0,0.47274607864603707,0.004373043121838616,0.8676768754351519,0.27972199795668873,0.5879548774784632,1.0,1.4636060886886646,-0.5959292132535127,0.1546982486560247,0.03871437215518405,0.11598387650084063,1.0,2.8254180100831943,1.0,0.999755859375,1.0,2.671474153004283e-16
3001,distributed,1.0,True,6_to_7,0.6182299042980723,0.7241842663078196,0.559879726901354,0.7731177725744365,0.7695457169632004,0.4316313031447674,0.12824842375658663,1.0,0.5535675846087293,0.006312142292624667,0.8945169576332133,0.30197169032570303,0.5925452673075102,1.0,1.7637966530854212,-0.869279695452208,0.09258329226551283,0.04669061973250538,0.04589267253300745,1.0,2.084858170106293,1.0,0.999755859375,1.0,2.498001805406602e-16
3001,central_shared,1.0,True,4_to_5,0.2903868639040057,0.4415942269013542,0.35090008269001016,0.7946210826900059,0.8364583570759367,0.23434481217564015,0.11655527051437001,1.0,0.29552656269220245,0.05537351999780771,1.196359276317044,0.11117593150826749,1.0851833448087767,1.0,1.4085280983710728,-0.21216882205402876,0.1128266875897642,0.016570975256036666,0.09625571233372754,1.0,2.8757761473161345,1.0,0.996826171875,0.996337890625,2.220446049250313e-16
3001,central_shared,1.0,True,5_to_6,0.4415942269013542,0.5926738829626518,0.5379417414310135,0.9076521792084985,0.9185433050759115,0.3249886454105662,0.21295309602044726,1.0,0.39869849191522555,0.13924324951578793,2.450503094622137,0.17057655524685814,2.279926539375279,1.0,0.604058541428947,1.8464445531931901,0.2832933789783811,0.02800126282031192,0.2552921161580692,1.0,6.433501209986162,1.0,0.998291015625,0.998291015625,2.220446049250313e-16
3001,central_shared,1.0,True,6_to_7,0.5926738829626518,0.6989269037536545,0.6687035398073609,0.9567574752324225,0.9378833267250902,0.3990357291974023,0.26966781060995854,1.0,0.45599257748028976,0.2127109623270711,3.076656525970957,0.18030476082736702,2.89635176514359,1.0,0.28125485780293613,2.7954016681680205,0.3249027162759833,0.031509317314567686,0.29339339896141564,1.0,7.971511861754542,1.0,0.999267578125,0.9990234375,2.220446049250313e-16
3001,directional_relay,1.0,True,4_to_5,0.3340953572618592,0.5332526164227046,0.46618097983689044,0.8742216455762365,0.9106053806491747,0.2539553743369531,0.21222560549993735,1.0,0.31929130228479685,0.1468896775520936,2.0096353437107743,0.1252734979278163,1.884361845782958,1.0,1.1697359809965835,0.8398993627141909,0.119647788858272,0.014522960796811903,0.10512482806146009,1.0,3.8394371026010776,0.99853515625,0.999267578125,0.998779296875,2.220446049250313e-16
3001,directional_relay,1.0,True,5_to_6,0.5332526164227046,0.7124958207636143,0.666961965764514,0.9360924602332411,0.9467441819056367,0.34363676534699383,0.3233252004175202,1.0,0.4367964176323034,0.23016554813221063,2.1387926959174557,0.21749597570040666,1.921296720217049,1.0,0.9148529243507378,1.2239397715667177,0.16686585103446036,0.027663810363266043,0.13920204067119432,1.0,5.533068451160105,1.0,0.999755859375,0.99951171875,2.220446049250313e-16
3001,directional_relay,1.0,True,6_to_7,0.7124958207636143,0.8077313685182592,0.7859438827487518,0.9730263220933522,0.9627974828516446,0.41759635117200555,0.36834753157674627,1.0,0.5138170111376119,0.2721268716111399,2.912452589936256,0.283375171211957,2.629077418724299,1.0,0.1385397651169054,2.7739128248193503,0.3300510236085177,0.0391247368974412,0.29092628671107645,1.0,8.08929755295202,1.0,1.0,0.999755859375,2.220446049250313e-16
3001,four_channel_crossbar,1.0,True,4_to_5,0.35601811561220087,0.543456999539329,0.468873935500421,0.862761793293435,0.94407690541281,0.2644932992687167,0.20438063623170433,1.0,0.33521754913909,0.13365638636133098,0.42359769750736476,0.14990872841303132,0.27368896909433343,1.0,0.9282433789986171,-0.5046456814912523,0.06614703087732131,0.018427924694647137,0.04771910618267417,1.0,4.01115982750885,1.0,0.996826171875,0.998291015625,2.220446049250313e-16
3001,four_channel_crossbar,1.0,True,5_to_6,0.543456999539329,0.7002304345500111,0.6510930007593553,0.9298267664954709,0.9611657377919162,0.35445083648538434,0.29664216427397094,1.0,0.40967970441215645,0.24141329634719882,1.6404736057571674,0.1735096877013765,1.466963918055791,1.0,0.4823585038994146,1.158115101857753,0.21943618068006335,0.026251001109533094,0.19318517957053025,1.0,7.181060752322143,1.0,0.999267578125,0.999267578125,2.220446049250313e-16
3001,four_channel_crossbar,1.0,True,6_to_7,0.7002304345500111,0.809855636324861,0.7933528508829752,0.9796225590072131,0.9727083637672771,0.4166492294296834,0.37670362145329184,1.0,0.4673795285530029,0.32597332232997234,3.082486810627917,0.15428231324630004,2.928204497381617,1.0,0.1742152554498403,2.908271555178077,0.38951749075160363,0.02814453785970084,0.3613729528919028,1.0,9.238270554072825,1.0,1.0,1.0,2.220446049250313e-16
3002,independent,0.106689453125,False,4_to_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
3002,independent,0.106689453125,False,5_to_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
3002,independent,0.106689453125,False,6_to_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
3002,distributed,1.0,True,4_to_5,0.2572886432471847,0.35352118139688526,0.3164641694749035,0.8951773928352564,0.4446633865071574,0.22500455011719922,0.0914596193577043,1.0,0.3133423476001467,0.003121821874756847,0.252520733274752,0.13968992974888758,0.11283080352586441,1.0,0.9720674123386326,-0.7195466790638806,0.06295664902212861,0.02689599198612302,0.03606065703600558,1.0,2.688117737219027,1.0,0.99951171875,1.0,2.220446049250313e-16
3002,distributed,1.0,True,5_to_6,0.35352118139688526,0.4962039613903758,0.3970209547541673,0.8001164554222919,0.5776664645174026,0.288000868360786,0.10902008639338134,1.0,0.3450949424912031,0.05192601226296423,0.9808766730607299,0.2519355395935745,0.7289411334671554,1.0,0.3065825705886565,0.6742941024720734,0.15475119034950255,0.041963181148820874,0.11278800920068167,1.0,2.7049429415662423,1.0,0.999267578125,1.0,2.3592239273284576e-16
3002,distributed,1.0,True,6_to_7,0.4962039613903758,0.666459315866496,0.5059348525797023,0.759138390798712,0.6053605577551446,0.3641173019793636,0.14181755060033868,1.0,0.5310407991044043,-0.025105946524701994,1.0104350524176755,0.19775300022574593,0.8126820521919296,1.0,1.005896359041399,0.004538693376276548,0.12302778574995492,0.03284722986618718,0.09018055588376774,1.0,2.2400656502409,1.0,1.0,1.0,2.498001805406602e-16
3002,central_shared,1.0,True,4_to_5,0.3157908991385616,0.4583252572552624,0.426667052559367,0.9309263362759354,0.9337530785930397,0.26693160598908905,0.15973544657027794,1.0,0.31529858089659313,0.11136847166277386,0.9207675548023322,0.4592175512370966,0.46155000356523557,1.0,3.6731765240875975,-2.7524089692852653,0.1459891581081906,0.049241950131779386,0.09674720797641122,1.0,4.337887745270576,1.0,1.0,1.0,2.220446049250313e-16
3002,central_shared,1.0,True,5_to_6,0.4583252572552624,0.5871369165674224,0.5565555198843666,0.9479143691698969,0.9500646777829899,0.34345433012295434,0.21310118976141224,1.0,0.3973817769701704,0.15917374291419617,2.1908641692106436,0.6115399848943229,1.5793241843163206,1.0,3.0228905159812984,-0.8320263467706548,0.2750569457091415,0.0702460826690953,0.20481086304004623,1.0,6.006051324134108,1.0,1.0,1.0,2.220446049250313e-16
3002,central_shared,1.0,True,6_to_7,0.5871369165674224,0.6544658439573703,0.6468745118814249,0.98840072076177,0.9593522867640895,0.41238493208162763,0.23448957979979723,1.0,0.44787478394748215,0.19899972793394272,2.680655638690491,0.45052290014887064,2.23013273854162,1.0,0.9590301284578356,1.7216255102326552,0.3999271878761604,0.06860774881500639,0.331319439061154,1.0,8.614803043233852,1.0,1.0,1.0,2.220446049250313e-16
3002,directional_relay,1.0,True,4_to_5,0.42091283050046224,0.5960645213487874,0.5655486291670295,0.9488043809205321,0.9678102672423594,0.3142900662536713,0.25125856291335824,1.0,0.39410719442613223,0.1714414347408973,2.397917459428033,0.536623385944533,1.8612940734835002,1.0,1.7032736974059755,0.6946437620220576,0.2595006002337759,0.05900869403543063,0.20049190619834528,1.0,7.404846420829766,1.0,1.0,1.0,2.220446049250313e-16
3002,directional_relay,1.0,True,5_to_6,0.5960645213487874,0.7047362082579495,0.7013247825183191,0.9951592869790767,0.9770037091741559,0.40086126783588455,0.30046351468243454,1.0,0.42683570057612635,0.27448908194219274,3.710162102778985,0.5011816922584922,3.2089804105204927,1.0,0.742567358549002,2.9675947442299826,0.3904515605567372,0.06252836615015572,0.32792319440658146,1.0,8.939797658060202,1.0,1.0,1.0,2.220446049250313e-16
3002,directional_relay,1.0,True,6_to_7,0.7047362082579495,0.7562046775323656,0.7660420443637642,1.0130088680005256,0.9788134937161579,0.45337139675137283,0.3126706476123914,1.0,0.45877397784198704,0.3072680665217772,3.906815420326709,0.42132855308952927,3.4854868672371797,1.0,0.7106264697430141,3.1961889505836947,0.431842106148192,0.06281059406206205,0.36903151208612994,1.0,9.510216235302384,1.0,1.0,1.0,2.220446049250313e-16
3002,four_channel_crossbar,1.0,True,4_to_5,0.33339563170442954,0.3456727482508151,0.38273769640234473,1.1072255430579556,0.7166259213782575,0.24747527952199855,0.13526241688034618,1.0,0.3469329050835934,0.035804791318751306,0.8278977316844441,0.09378289344396906,0.7341148382404751,1.0,0.7052013237372078,0.12269640794723635,0.09701011949735176,0.01719250238162061,0.07981761711573115,1.0,1.9356203478059497,1.0,0.99951171875,1.0,2.220446049250313e-16
