pair_id,family,reference_history,holonomy_history,phase_a_state_match,phase_a_joint_generation,phase_a_history_irreducibility,phase_a_intervention_sensitivity,phase_a_pair_specificity,phase_a_bilateral_feedback,phase_a_gauge_relative_error,phase_a_class2,phase_b_state_match,phase_b_joint_generation,phase_b_history_irreducibility,phase_b_intervention_sensitivity,phase_b_pair_specificity,phase_b_bilateral_feedback,phase_b_gauge_relative_error,phase_b_class2,z_C_history_distance,action_history_distance,A_return_distance,B_return_distance,erased_action_distance,no_feedback_A_distance,no_feedback_B_distance,phase_b_o3,generic_class2,generic_o3
P1070,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.18440170316058951,0.0,0.15489035367915036,1.8729047881515002e-16,False,True,0.1689400465069031,0.13419814046210385,0.20324666778471084,0.0,0.18672899412370178,1.3667157662821734e-16,False,0.10222248919383278,0.10113720074560549,0.20122736045325346,0.20625718093014217,0.0,0.0,0.0,False,False,False
P1071,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.1924887984817787,0.0,0.13729535488354183,1.3668575487316224e-16,False,True,0.1689400465069031,0.13419814046210385,0.19405187735279575,0.0,0.21316028883796942,0.0,False,0.10222248919383278,0.10113720074560549,0.23332324511784733,0.20652051216182632,0.0,0.0,0.0,False,False,False
P1072,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.17733968489475155,0.0,0.14607872593150167,0.0,False,True,0.1689400465069031,0.13419814046210385,0.18125707546213143,0.0,0.20896909555399448,2.656428745317251e-16,False,0.10222248919383278,0.10113720074560549,0.22483066046590422,0.2259825818676698,0.0,0.0,0.0,False,False,False
P1073,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.19078193078794592,0.0,0.13085225784104473,0.0,False,True,0.1689400465069031,0.13419814046210385,0.1909800892443076,0.0,0.21126460584216022,2.716943689912848e-16,False,0.10222248919383278,0.10113720074560549,0.22822559718004942,0.2209050015949859,0.0,0.0,0.0,False,False,False
P1074,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.17878416544039366,0.0,0.16061128440325198,0.0,False,True,0.1689400465069031,0.13419814046210385,0.17636088074985207,0.0,0.21899210907945077,2.5200920931796824e-16,False,0.10222248919383278,0.10113720074560549,0.24994059842696856,0.20248275882957467,0.0,0.0,0.0,False,False,False
P1075,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.18572577153488246,0.0,0.16133872102306915,1.4225474663805377e-16,False,True,0.1689400465069031,0.13419814046210385,0.20315670964125077,0.0,0.2066027462741878,2.686854469862059e-16,False,0.10222248919383278,0.10113720074560549,0.21794105441979594,0.2255233364870322,0.0,0.0,0.0,False,False,False
P1076,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.1909040599218245,0.0,0.1482856775053902,0.0,False,True,0.1689400465069031,0.13419814046210385,0.19855062517606048,0.0,0.21545268146922417,0.0,False,0.10222248919383278,0.10113720074560549,0.23102940954279258,0.2001471542763464,0.0,0.0,0.0,False,False,False
P1077,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.195422843471482,0.0,0.15241905130087816,0.0,False,True,0.1689400465069031,0.13419814046210385,0.2061556659621762,0.0,0.21530446823305988,2.5782628519891593e-16,False,0.10222248919383278,0.10113720074560549,0.2256475590830831,0.21491869477709502,0.0,0.0,0.0,False,False,False
P1078,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.19684250403052528,0.0,0.14257391518375764,0.0,False,True,0.1689400465069031,0.13419814046210385,0.19048714061476762,0.0,0.20381980083165702,1.361770323706349e-16,False,0.10222248919383278,0.10113720074560549,0.2296337284253638,0.20639114006232706,0.0,0.0,0.0,False,False,False
P1079,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.18736229420325273,0.0,0.16045149080990997,0.0,False,True,0.1689400465069031,0.13419814046210385,0.19978870006872634,0.0,0.21294268575559255,0.0,False,0.10222248919383278,0.10113720074560549,0.2358956592850376,0.20779630838086155,0.0,0.0,0.0,False,False,False
P1080,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.20166867025542512,0.0,0.14868627409615612,0.0,False,True,0.1689400465069031,0.13419814046210385,0.2013589727795247,0.0,0.218815882873009,1.415198010082283e-16,False,0.10222248919383278,0.10113720074560549,0.2398465805912475,0.2230920608176353,0.0,0.0,0.0,False,False,False
P1081,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.18706600047705452,0.0,0.15425201814651046,1.79936547664915e-16,False,True,0.1689400465069031,0.13419814046210385,0.19498963031626088,0.0,0.21741112517230848,0.0,False,0.10222248919383278,0.10113720074560549,0.24401625405227215,0.19863543004106107,0.0,0.0,0.0,False,False,False
P1082,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.2037168470780404,0.0,0.16688433748498838,1.455560550918239e-16,False,True,0.1689400465069031,0.13419814046210385,0.18595057262054976,0.0,0.20037466025318282,0.0,False,0.10222248919383278,0.10113720074560549,0.24012600203296944,0.21769991159443688,0.0,0.0,0.0,False,False,False
P1083,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.19010809405799023,0.0,0.1511952424326479,0.0,False,True,0.1689400465069031,0.13419814046210385,0.17810152970458265,0.0,0.20562451460702943,0.0,False,0.10222248919383278,0.10113720074560549,0.22315517390597578,0.2171494522281075,0.0,0.0,0.0,False,False,False
P1084,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.17732066790473228,0.0,0.12664570566900937,2.1915923219827575e-16,False,True,0.1689400465069031,0.13419814046210385,0.1968269296711409,0.0,0.21277693742770465,2.381243191132455e-16,False,0.10222248919383278,0.10113720074560549,0.2286279877264007,0.23421155278261827,0.0,0.0,0.0,False,False,False
P1085,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.1776852907634907,0.0,0.13037206762062992,2.6851801294062875e-16,False,True,0.1689400465069031,0.13419814046210385,0.20707761412331338,0.0,0.2095997141049845,2.3861670166223595e-16,False,0.10222248919383278,0.10113720074560549,0.21302353809158225,0.2089782549080974,0.0,0.0,0.0,False,False,False
P1086,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.18440170316058951,0.0,0.15489035367915036,1.4842218938010112e-16,False,True,0.1689400465069031,0.13419814046210385,0.20324666778471084,0.0,0.18672899412370178,1.3667157662821734e-16,False,0.10222248919383278,0.10113720074560549,0.20122736045325346,0.20625718093014217,0.0,0.0,0.0,False,False,False
P1087,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.1924887984817787,0.0,0.13729535488354183,0.0,False,True,0.1689400465069031,0.13419814046210385,0.19405187735279575,0.0,0.21316028883796942,0.0,False,0.10222248919383278,0.10113720074560549,0.23332324511784733,0.20652051216182632,0.0,0.0,0.0,False,False,False
P1088,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.17733968489475155,0.0,0.14607872593150167,0.0,False,True,0.1689400465069031,0.13419814046210385,0.18125707546213143,0.0,0.20896909555399448,2.656428745317251e-16,False,0.10222248919383278,0.10113720074560549,0.22483066046590422,0.2259825818676698,0.0,0.0,0.0,False,False,False
P1089,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.19078193078794592,0.0,0.13085225784104473,0.0,False,True,0.1689400465069031,0.13419814046210385,0.1909800892443076,0.0,0.21126460584216022,2.303800111282292e-16,False,0.10222248919383278,0.10113720074560549,0.22822559718004942,0.2209050015949859,0.0,0.0,0.0,False,False,False
P1090,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.17878416544039366,0.0,0.16061128440325198,0.0,False,True,0.1689400465069031,0.13419814046210385,0.17636088074985207,0.0,0.21899210907945077,2.5200920931796824e-16,False,0.10222248919383278,0.10113720074560549,0.24994059842696856,0.20248275882957467,0.0,0.0,0.0,False,False,False
P1091,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.18572577153488246,0.0,0.16133872102306915,0.0,False,True,0.1689400465069031,0.13419814046210385,0.20315670964125077,0.0,0.2066027462741878,0.0,False,0.10222248919383278,0.10113720074560549,0.21794105441979594,0.2255233364870322,0.0,0.0,0.0,False,False,False
P1092,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.1909040599218245,0.0,0.1482856775053902,0.0,False,True,0.1689400465069031,0.13419814046210385,0.19855062517606048,0.0,0.21545268146922417,0.0,False,0.10222248919383278,0.10113720074560549,0.23102940954279258,0.2001471542763464,0.0,0.0,0.0,False,False,False
P1093,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.195422843471482,0.0,0.15241905130087816,0.0,False,True,0.1689400465069031,0.13419814046210385,0.2061556659621762,0.0,0.21530446823305988,0.0,False,0.10222248919383278,0.10113720074560549,0.2256475590830831,0.21491869477709502,0.0,0.0,0.0,False,False,False
P1094,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.19684250403052528,0.0,0.14257391518375764,0.0,False,True,0.1689400465069031,0.13419814046210385,0.19048714061476762,0.0,0.20381980083165702,1.4661900677606093e-16,False,0.10222248919383278,0.10113720074560549,0.2296337284253638,0.20639114006232706,0.0,0.0,0.0,False,False,False
P1095,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.18736229420325273,0.0,0.16045149080990997,0.0,False,True,0.1689400465069031,0.13419814046210385,0.19978870006872634,0.0,0.21294268575559255,0.0,False,0.10222248919383278,0.10113720074560549,0.2358956592850376,0.20779630838086155,0.0,0.0,0.0,False,False,False
P1096,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.20166867025542512,0.0,0.14868627409615612,0.0,False,True,0.1689400465069031,0.13419814046210385,0.2013589727795247,0.0,0.218815882873009,0.0,False,0.10222248919383278,0.10113720074560549,0.2398465805912475,0.2230920608176353,0.0,0.0,0.0,False,False,False
P1097,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.18706600047705452,0.0,0.15425201814651046,1.79936547664915e-16,False,True,0.1689400465069031,0.13419814046210385,0.19498963031626088,0.0,0.21741112517230848,1.3626672044194336e-16,False,0.10222248919383278,0.10113720074560549,0.24401625405227215,0.19863543004106107,0.0,0.0,0.0,False,False,False
P1098,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.2037168470780404,0.0,0.16688433748498838,1.455560550918239e-16,False,True,0.1689400465069031,0.13419814046210385,0.18595057262054976,0.0,0.20037466025318282,1.3851839140018223e-16,False,0.10222248919383278,0.10113720074560549,0.24012600203296944,0.21769991159443688,0.0,0.0,0.0,False,False,False
P1099,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.19010809405799023,0.0,0.1511952424326479,0.0,False,True,0.1689400465069031,0.13419814046210385,0.17810152970458265,0.0,0.20562451460702943,0.0,False,0.10222248919383278,0.10113720074560549,0.22315517390597578,0.2171494522281075,0.0,0.0,0.0,False,False,False
P1100,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.17732066790473228,0.0,0.12664570566900937,2.1915923219827575e-16,False,True,0.1689400465069031,0.13419814046210385,0.1968269296711409,0.0,0.21277693742770465,2.608889473753183e-16,False,0.10222248919383278,0.10113720074560549,0.2286279877264007,0.23421155278261827,0.0,0.0,0.0,False,False,False
P1101,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.1776852907634907,0.0,0.13037206762062992,0.0,False,True,0.1689400465069031,0.13419814046210385,0.20707761412331338,0.0,0.2095997141049845,2.3861670166223595e-16,False,0.10222248919383278,0.10113720074560549,0.21302353809158225,0.2089782549080974,0.0,0.0,0.0,False,False,False
P1102,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.18440170316058951,0.0,0.15489035367915036,1.4842218938010112e-16,False,True,0.1689400465069031,0.13419814046210385,0.20324666778471084,0.0,0.18672899412370178,1.3667157662821734e-16,False,0.10222248919383278,0.10113720074560549,0.20122736045325346,0.20625718093014217,0.0,0.0,0.0,False,False,False
P1103,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.1924887984817787,0.0,0.13729535488354183,0.0,False,True,0.1689400465069031,0.13419814046210385,0.19405187735279575,0.0,0.21316028883796942,0.0,False,0.10222248919383278,0.10113720074560549,0.23332324511784733,0.20652051216182632,0.0,0.0,0.0,False,False,False
P1104,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.17733968489475155,0.0,0.14607872593150167,0.0,False,True,0.1689400465069031,0.13419814046210385,0.18125707546213143,0.0,0.20896909555399448,2.656428745317251e-16,False,0.10222248919383278,0.10113720074560549,0.22483066046590422,0.2259825818676698,0.0,0.0,0.0,False,False,False
P1105,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.19078193078794592,0.0,0.13085225784104473,0.0,False,True,0.1689400465069031,0.13419814046210385,0.1909800892443076,0.0,0.21126460584216022,2.303800111282292e-16,False,0.10222248919383278,0.10113720074560549,0.22822559718004942,0.2209050015949859,0.0,0.0,0.0,False,False,False
P1106,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.17878416544039366,0.0,0.16061128440325198,1.728121141596881e-16,False,True,0.1689400465069031,0.13419814046210385,0.17636088074985207,0.0,0.21899210907945077,2.5200920931796824e-16,False,0.10222248919383278,0.10113720074560549,0.24994059842696856,0.20248275882957467,0.0,0.0,0.0,False,False,False
P1107,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.18572577153488246,0.0,0.16133872102306915,1.720329468315313e-16,False,True,0.1689400465069031,0.13419814046210385,0.20315670964125077,0.0,0.2066027462741878,2.370751950457344e-16,False,0.10222248919383278,0.10113720074560549,0.21794105441979594,0.2255233364870322,0.0,0.0,0.0,False,False,False
P1108,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.1909040599218245,0.0,0.1482856775053902,0.0,False,True,0.1689400465069031,0.13419814046210385,0.19855062517606048,0.0,0.21545268146922417,0.0,False,0.10222248919383278,0.10113720074560549,0.23102940954279258,0.2001471542763464,0.0,0.0,0.0,False,False,False
P1109,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.195422843471482,0.0,0.15241905130087816,0.0,False,True,0.1689400465069031,0.13419814046210385,0.2061556659621762,0.0,0.21530446823305988,0.0,False,0.10222248919383278,0.10113720074560549,0.2256475590830831,0.21491869477709502,0.0,0.0,0.0,False,False,False
P1110,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.19684250403052528,0.0,0.14257391518375764,0.0,False,True,0.1689400465069031,0.13419814046210385,0.19048714061476762,0.0,0.20381980083165702,2.0682533692385103e-16,False,0.10222248919383278,0.10113720074560549,0.2296337284253638,0.20639114006232706,0.0,0.0,0.0,False,False,False
P1111,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.18736229420325273,0.0,0.16045149080990997,0.0,False,True,0.1689400465069031,0.13419814046210385,0.19978870006872634,0.0,0.21294268575559255,0.0,False,0.10222248919383278,0.10113720074560549,0.2358956592850376,0.20779630838086155,0.0,0.0,0.0,False,False,False
P1112,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.20166867025542512,0.0,0.14868627409615612,0.0,False,True,0.1689400465069031,0.13419814046210385,0.2013589727795247,0.0,0.218815882873009,2.5368885705373606e-16,False,0.10222248919383278,0.10113720074560549,0.2398465805912475,0.2230920608176353,0.0,0.0,0.0,False,False,False
P1113,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.18706600047705452,0.0,0.15425201814651046,1.79936547664915e-16,False,True,0.1689400465069031,0.13419814046210385,0.19498963031626088,0.0,0.21741112517230848,0.0,False,0.10222248919383278,0.10113720074560549,0.24401625405227215,0.19863543004106107,0.0,0.0,0.0,False,False,False
P1114,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.2037168470780404,0.0,0.16688433748498838,1.455560550918239e-16,False,True,0.1689400465069031,0.13419814046210385,0.18595057262054976,0.0,0.20037466025318282,0.0,False,0.10222248919383278,0.10113720074560549,0.24012600203296944,0.21769991159443688,0.0,0.0,0.0,False,False,False
P1115,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.19010809405799023,0.0,0.1511952424326479,0.0,False,True,0.1689400465069031,0.13419814046210385,0.17810152970458265,0.0,0.20562451460702943,2.0682533692385103e-16,False,0.10222248919383278,0.10113720074560549,0.22315517390597578,0.2171494522281075,0.0,0.0,0.0,False,False,False
P1116,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.17732066790473228,0.0,0.12664570566900937,0.0,False,True,0.1689400465069031,0.13419814046210385,0.1968269296711409,0.0,0.21277693742770465,1.426299194462213e-16,False,0.10222248919383278,0.10113720074560549,0.2286279877264007,0.23421155278261827,0.0,0.0,0.0,False,False,False
P1117,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.1776852907634907,0.0,0.13037206762062992,0.0,False,True,0.1689400465069031,0.13419814046210385,0.20707761412331338,0.0,0.2095997141049845,2.3861670166223595e-16,False,0.10222248919383278,0.10113720074560549,0.21302353809158225,0.2089782549080974,0.0,0.0,0.0,False,False,False
P1118,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.18440170316058951,0.0,0.15489035367915036,1.7919499153009596e-16,False,True,0.1689400465069031,0.13419814046210385,0.20324666778471084,0.0,0.18672899412370178,1.4864095287334843e-16,False,0.10222248919383278,0.10113720074560549,0.20122736045325346,0.20625718093014217,0.0,0.0,0.0,False,False,False
P1119,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.1924887984817787,0.0,0.13729535488354183,0.0,False,True,0.1689400465069031,0.13419814046210385,0.19405187735279575,0.0,0.21316028883796942,0.0,False,0.10222248919383278,0.10113720074560549,0.23332324511784733,0.20652051216182632,0.0,0.0,0.0,False,False,False
P1120,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.17733968489475155,0.0,0.14607872593150167,0.0,False,True,0.1689400465069031,0.13419814046210385,0.18125707546213143,0.0,0.20896909555399448,2.656428745317251e-16,False,0.10222248919383278,0.10113720074560549,0.22483066046590422,0.2259825818676698,0.0,0.0,0.0,False,False,False
P1121,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.19078193078794592,0.0,0.13085225784104473,0.0,False,True,0.1689400465069031,0.13419814046210385,0.1909800892443076,0.0,0.21126460584216022,0.0,False,0.10222248919383278,0.10113720074560549,0.22822559718004942,0.2209050015949859,0.0,0.0,0.0,False,False,False
P1122,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.17878416544039366,0.0,0.16061128440325198,0.0,False,True,0.1689400465069031,0.13419814046210385,0.17636088074985207,0.0,0.21899210907945077,0.0,False,0.10222248919383278,0.10113720074560549,0.24994059842696856,0.20248275882957467,0.0,0.0,0.0,False,False,False
P1123,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.18572577153488246,0.0,0.16133872102306915,1.4348132585634569e-16,False,True,0.1689400465069031,0.13419814046210385,0.20315670964125077,0.0,0.2066027462741878,0.0,False,0.10222248919383278,0.10113720074560549,0.21794105441979594,0.2255233364870322,0.0,0.0,0.0,False,False,False
P1124,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.1909040599218245,0.0,0.1482856775053902,0.0,False,True,0.1689400465069031,0.13419814046210385,0.19855062517606048,0.0,0.21545268146922417,0.0,False,0.10222248919383278,0.10113720074560549,0.23102940954279258,0.2001471542763464,0.0,0.0,0.0,False,False,False
P1125,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.195422843471482,0.0,0.15241905130087816,1.5181020049260398e-16,False,True,0.1689400465069031,0.13419814046210385,0.2061556659621762,0.0,0.21530446823305988,0.0,False,0.10222248919383278,0.10113720074560549,0.2256475590830831,0.21491869477709502,0.0,0.0,0.0,False,False,False
P1126,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.19684250403052528,0.0,0.14257391518375764,0.0,False,True,0.1689400465069031,0.13419814046210385,0.19048714061476762,0.0,0.20381980083165702,0.0,False,0.10222248919383278,0.10113720074560549,0.2296337284253638,0.20639114006232706,0.0,0.0,0.0,False,False,False
P1127,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.18736229420325273,0.0,0.16045149080990997,1.8729047881515002e-16,False,True,0.1689400465069031,0.13419814046210385,0.19978870006872634,0.0,0.21294268575559255,0.0,False,0.10222248919383278,0.10113720074560549,0.2358956592850376,0.20779630838086155,0.0,0.0,0.0,False,False,False
