pair_id,family,control,registered_class,joint_generation,history_irreducibility,intervention_sensitivity,pair_specificity,bilateral_feedback,gauge_relative_error,declared_class2
P2023,0,historyless,0,0.1279298943149911,0.0,0.19432033197197462,0.1800385125031059,0.1510270876245382,0.0,False
P2023,0,common_memory,0,0.0,0.0,0.21879305486545483,0.2133167503127648,0.0,0.0,False
P2023,0,history_only,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,0.0,False
P2023,0,individual_memory,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,0.0,False
P2023,0,compressed_summary,1,0.1485802444691394,0.15708359687867818,0.21579586962506542,0.0,0.0,1.304073451487672e-16,False
P2023,0,unilateral_return,1,0.1485802444691394,0.15708359687867818,0.10060530873709002,0.10814217943347929,0.0,2.4126966940438136e-16,False
P2023,0,unrelated_c,1,0.21191325465013633,0.14819533695048545,0.18736229420325273,0.0,0.16045149080990997,0.0,False
P2024,0,no_c,0,0.0,0.0,0.0,0.0,0.0,0.0,False
P2024,0,historyless,0,0.1279298943149911,0.0,0.19626825939350506,0.1835263868454074,0.13899733374665676,0.0,False
P2024,0,common_memory,0,0.0,0.0,0.2054980498589664,0.22257694143955586,0.0,0.0,False
P2024,0,history_only,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,0.0,False
P2024,0,individual_memory,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,0.0,False
P2024,0,compressed_summary,1,0.1485802444691394,0.15708359687867818,0.20684076653338485,0.0,0.0,0.0,False
P2024,0,unilateral_return,1,0.1485802444691394,0.15708359687867818,0.10418406659989114,0.10646474078968529,0.0,0.0,False
P2024,0,unrelated_c,1,0.21191325465013633,0.14819533695048545,0.20166867025542512,0.0,0.14868627409615612,1.866720770585673e-16,False
P2025,0,no_c,0,0.0,0.0,0.0,0.0,0.0,0.0,False
P2025,0,historyless,0,0.1279298943149911,0.0,0.17624936910696412,0.16888563727951467,0.1437269227514545,1.931132670503657e-16,False
P2025,0,common_memory,0,0.0,0.0,0.20885962744136677,0.23175624807609735,0.0,0.0,False
P2025,0,history_only,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,1.7669302312364054e-16,False
P2025,0,individual_memory,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,1.7669302312364054e-16,False
P2025,0,compressed_summary,1,0.1485802444691394,0.15708359687867818,0.2187691080558083,0.0,0.0,1.296314835789448e-16,False
P2025,0,unilateral_return,1,0.1485802444691394,0.15708359687867818,0.11151223867348962,0.10614951561797238,0.0,1.7669302312364054e-16,False
P2025,0,unrelated_c,1,0.21191325465013633,0.14819533695048545,0.18706600047705452,0.0,0.15425201814651046,1.79936547664915e-16,False
P2026,0,no_c,0,0.0,0.0,0.0,0.0,0.0,0.0,False
P2026,0,historyless,0,0.1279298943149911,0.0,0.20086247277136554,0.15958948432548206,0.1587714769390242,0.0,False
P2026,0,common_memory,0,0.0,0.0,0.19807695811302684,0.21357869216885728,0.0,1.362556968236194e-16,False
P2026,0,history_only,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,0.0,False
P2026,0,individual_memory,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,1.7669302312364054e-16,False
P2026,0,compressed_summary,1,0.1485802444691394,0.15708359687867818,0.20671545762626933,0.0,0.0,1.4090743242659652e-16,False
P2026,0,unilateral_return,1,0.1485802444691394,0.15708359687867818,0.09737226796559453,0.11105732281542964,0.0,1.7669302312364054e-16,False
P2026,0,unrelated_c,1,0.21191325465013633,0.14819533695048545,0.2037168470780404,0.0,0.16688433748498838,1.455560550918239e-16,False
P2027,0,no_c,0,0.0,0.0,0.0,0.0,0.0,0.0,False
P2027,0,historyless,0,0.1279298943149911,0.0,0.20197204179796902,0.1784547443845425,0.133596054031931,1.3672822884474023e-16,False
P2027,0,common_memory,0,0.0,0.0,0.21494176818781555,0.2131606939722761,0.0,2.50218757348456e-16,False
P2027,0,history_only,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,0.0,False
P2027,0,individual_memory,1,0.1485802444691394,0.15708359687867818,0.0,0.0,0.0,1.7669302312364054e-16,False
