pair_id,family,reference_history,holonomy_history,phase_a_state_match,phase_a_joint_generation,phase_a_history_irreducibility,phase_a_intervention_sensitivity,phase_a_pair_specificity,phase_a_bilateral_feedback,phase_a_gauge_relative_error,phase_a_class2,phase_b_state_match,phase_b_joint_generation,phase_b_history_irreducibility,phase_b_intervention_sensitivity,phase_b_pair_specificity,phase_b_bilateral_feedback,phase_b_gauge_relative_error,phase_b_class2,K_AB_history_distance,carrier_history_distance,z_C_history_distance,action_history_distance,A_return_distance,B_return_distance,self_erased_action_distance,self_erasure_carrier_preservation,carrier_reset_action_distance,native_archive_reset_action_distance,order_erased_action_distance,current_only_action_distance,direct_carrier_action_distance,no_feedback_A_distance,no_feedback_B_distance,unilateral_A_A_effect,unilateral_A_B_effect,unilateral_B_A_effect,unilateral_B_B_effect,completed_C_exchange_A_effect,completed_C_exchange_B_effect,selective_reset_A_effect,selective_reset_B_effect,phase_b_all_registered_controls,phase_b_o3,generic_class2,generic_o3
P2032,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.1931692086573943,0.2144065795365614,0.18694492026595608,1.7669302312364054e-16,True,True,0.14223161127206793,0.14519932639429514,0.20743106736796357,0.23730878978080405,0.22124984640575812,2.713282456371173e-16,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.17843568804432858,0.19760344685574557,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.2014805517874119,0.0,0.0,0.20931175109851613,0.23800029899503794,0.23661728056657014,0.20459038866709126,0.21027174606883586,True,True,True,True
P2033,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.19197101357395507,0.23185243211612527,0.2102614474384294,1.2791530470637036e-16,True,True,0.14223161127206793,0.14519932639429514,0.1931704112498999,0.22362611326300183,0.2107696837218688,0.0,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.19364266642686342,0.19089591371002623,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.18371109595503166,0.0,0.0,0.22089677346261632,0.20381658072401482,0.24343564580198884,0.18374904995183944,0.20259177254796035,True,True,True,True
P2034,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.19415317928428855,0.2116127616037637,0.2060037741837268,0.0,True,True,0.14223161127206793,0.14519932639429514,0.19478912272361248,0.23273395116200912,0.21318563814829206,1.5585630138815933e-16,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.17622970322529405,0.20066023071660177,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.19418017813993485,0.0,0.0,0.21611753545233497,0.23446432222455138,0.23100358009946684,0.17808439805397275,0.2114938473932522,True,True,True,True
P2035,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.1901952124298431,0.21239480116185944,0.21234481716371265,0.0,True,True,0.14223161127206793,0.14519932639429514,0.20376586398768992,0.21611468514670074,0.21407297810994458,1.4436716980243352e-16,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.1950491175533426,0.2071686165415504,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.20546090322876145,0.0,0.0,0.22438442654813243,0.20824693476292935,0.22398243553047215,0.1922568382660159,0.21527488970936398,True,True,True,True
P2036,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.1773484508084578,0.20566528183112986,0.21333044154840264,1.7669302312364054e-16,True,True,0.14223161127206793,0.14519932639429514,0.21626103519142234,0.22841594053057013,0.20309161336556592,0.0,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.19637260437276838,0.2039417079701918,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.1719528515240363,0.0,0.0,0.22972936092688345,0.2170255529841052,0.23980632807703503,0.213759857073511,0.21876221330933368,True,True,True,True
P2037,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.18222386253924827,0.21274165403591538,0.19625168372072285,0.0,True,True,0.14223161127206793,0.14519932639429514,0.2034258075843378,0.2311430875757175,0.20653248958761353,2.687768464036712e-16,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.19196555756461392,0.20768714229962046,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.20651300493130398,0.0,0.0,0.2172473561816738,0.2251445076315345,0.2371416675199005,0.20010776994803367,0.2067438452206419,True,True,True,True
P2038,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.2167652337836108,0.20890422468651404,0.18823172691060625,0.0,True,True,0.14223161127206793,0.14519932639429514,0.19216909339691485,0.24590617814719745,0.21735333482806632,1.2769795152940483e-16,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.20632300926228417,0.2014750928822612,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.1907303948258825,0.0,0.0,0.2058344903966619,0.24329109355440903,0.24852126273998587,0.17624357791496287,0.20809460887886685,True,True,True,True
P2039,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.19249693061517253,0.21310675641530877,0.2286368834346302,2.4126966940438136e-16,True,True,0.14223161127206793,0.14519932639429514,0.1770477901469533,0.22265453710213562,0.21251439614233253,2.2671722976083066e-16,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.21520880735796438,0.2065521369447281,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.19754036175358655,0.0,0.0,0.23293784993488345,0.20046155516119785,0.24484751904307336,0.17802980952513475,0.17606577076877183,True,True,True,True
P2040,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.1930592248089817,0.2179702895753002,0.23022034946288086,2.381611966006956e-16,True,True,0.14223161127206793,0.14519932639429514,0.18471979012703846,0.23329098216371297,0.20275915090007693,0.0,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.18835069610338948,0.20827285821589256,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.19603232157933514,0.0,0.0,0.2429906124271691,0.21875456703774787,0.2478273972896781,0.16091249316748885,0.20852708708658807,True,True,True,True
P2041,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.19589124411671022,0.21162967814366207,0.2092535185660398,1.7669302312364054e-16,True,True,0.14223161127206793,0.14519932639429514,0.1956181494889036,0.24015239340532685,0.20121536146748822,0.0,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.19703890336701466,0.1873271216762826,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.18709888329246482,0.0,0.0,0.2236918879916607,0.22514086108481549,0.2551639257258382,0.18152190834246207,0.20971439063534517,True,True,True,True
P2042,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.18650574640786266,0.21882775211634153,0.21587325773598562,1.7669302312364054e-16,True,True,0.14223161127206793,0.14519932639429514,0.20013651675648225,0.21493182535073563,0.2198239035843438,0.0,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.189553357268413,0.2066285602691601,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.2017172873736911,0.0,0.0,0.22902814812118122,0.2080200025815672,0.2218436481199041,0.1864215822630292,0.21385145124993532,True,True,True,True
P2043,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.2079186632819841,0.2123852201543045,0.22554839698316387,1.7669302312364054e-16,True,True,0.14223161127206793,0.14519932639429514,0.20138732587809588,0.20817315368512035,0.22191839911734335,0.0,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.211345790577515,0.20853033999127052,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.18985368253546925,0.0,0.0,0.22190759578495628,0.18018801422337172,0.23615829314686895,0.17927823663048978,0.22349641512570198,True,True,True,True
P2044,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.19858457479767755,0.2199235431279335,0.21032720304383531,2.5270274971329234e-16,True,True,0.14223161127206793,0.14519932639429514,0.20248226302002165,0.2360254728450743,0.2263865887171124,0.0,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.17864818512001004,0.20064244309663673,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.200361498289831,0.0,0.0,0.22052711025297245,0.22568196114191247,0.24636898454823616,0.17211567867924085,0.2328488473608024,True,True,True,True
P2045,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.2031092166571578,0.21894099192450092,0.2164984290861138,0.0,True,True,0.14223161127206793,0.14519932639429514,0.2027590454439821,0.23516052216445765,0.21346200705322194,0.0,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.15680868118494878,0.20579339725318552,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.19003635693021212,0.0,0.0,0.21903192437064511,0.22764999088238283,0.2426710534465325,0.20067274273600685,0.20484534815195737,True,True,True,True
P2046,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.2018456873266044,0.21965067775012498,0.2080361817098435,1.2991691274830458e-16,True,True,0.14223161127206793,0.14519932639429514,0.200268751157687,0.23849784322485312,0.19009720175404796,2.3355497531029648e-16,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.19736880733775938,0.21118132803469902,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.19157608829082082,0.0,0.0,0.22044946178602287,0.22946522219064122,0.24753046425906505,0.20225699808446934,0.19828050423090465,True,True,True,True
P2047,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.19571269750979248,0.2214502315762891,0.21171226452983238,0.0,True,True,0.14223161127206793,0.14519932639429514,0.192884463322896,0.22952727484219493,0.21383734143281283,2.5959521783850504e-16,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.19701509865970046,0.19990030404079834,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.20607193692025833,0.0,0.0,0.23156236891939475,0.20979950542385933,0.24925504426053055,0.1898619565144295,0.19590697013136246,True,True,True,True
P2048,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.1931692086573943,0.2144065795365614,0.18694492026595608,0.0,True,True,0.14223161127206793,0.14519932639429514,0.20743106736796357,0.23730878978080405,0.22124984640575812,2.713282456371173e-16,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.17843568804432858,0.19760344685574557,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.2014805517874119,0.0,0.0,0.20931175109851613,0.23800029899503794,0.23661728056657014,0.20459038866709126,0.21027174606883586,True,True,True,True
P2049,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.19197101357395507,0.23185243211612527,0.2102614474384294,0.0,True,True,0.14223161127206793,0.14519932639429514,0.1931704112498999,0.22362611326300183,0.2107696837218688,0.0,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.19364266642686342,0.19089591371002623,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.18371109595503166,0.0,0.0,0.22089677346261632,0.20381658072401482,0.24343564580198884,0.18374904995183944,0.20259177254796035,True,True,True,True
P2050,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.19415317928428855,0.2116127616037637,0.2060037741837268,1.7669302312364054e-16,True,True,0.14223161127206793,0.14519932639429514,0.19478912272361248,0.23273395116200912,0.21318563814829206,1.5585630138815933e-16,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.17622970322529405,0.20066023071660177,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.19418017813993485,0.0,0.0,0.21611753545233497,0.23446432222455138,0.23100358009946684,0.17808439805397275,0.2114938473932522,True,True,True,True
P2051,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.1901952124298431,0.21239480116185944,0.21234481716371265,1.7669302312364054e-16,True,True,0.14223161127206793,0.14519932639429514,0.20376586398768992,0.21611468514670074,0.21407297810994458,1.2391853651333678e-16,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.1950491175533426,0.2071686165415504,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.20546090322876145,0.0,0.0,0.22438442654813243,0.20824693476292935,0.22398243553047215,0.1922568382660159,0.21527488970936398,True,True,True,True
P2052,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.1773484508084578,0.20566528183112986,0.21333044154840264,0.0,True,True,0.14223161127206793,0.14519932639429514,0.21626103519142234,0.22841594053057013,0.20309161336556592,0.0,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.19637260437276838,0.2039417079701918,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.1719528515240363,0.0,0.0,0.22972936092688345,0.2170255529841052,0.23980632807703503,0.213759857073511,0.21876221330933368,True,True,True,True
P2053,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.18222386253924827,0.21274165403591538,0.19625168372072285,0.0,True,True,0.14223161127206793,0.14519932639429514,0.2034258075843378,0.2311430875757175,0.20653248958761353,2.340843421226235e-16,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.19196555756461392,0.20768714229962046,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.20651300493130398,0.0,0.0,0.2172473561816738,0.2251445076315345,0.2371416675199005,0.20010776994803367,0.2067438452206419,True,True,True,True
P2054,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.2167652337836108,0.20890422468651404,0.18823172691060625,1.7669302312364054e-16,True,True,0.14223161127206793,0.14519932639429514,0.19216909339691485,0.24590617814719745,0.21735333482806632,0.0,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.20632300926228417,0.2014750928822612,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.1907303948258825,0.0,0.0,0.2058344903966619,0.24329109355440903,0.24852126273998587,0.17624357791496287,0.20809460887886685,True,True,True,True
P2055,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.19249693061517253,0.21310675641530877,0.2286368834346302,0.0,True,True,0.14223161127206793,0.14519932639429514,0.1770477901469533,0.22265453710213562,0.21251439614233253,2.2671722976083066e-16,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.21520880735796438,0.2065521369447281,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.19754036175358655,0.0,0.0,0.23293784993488345,0.20046155516119785,0.24484751904307336,0.17802980952513475,0.17606577076877183,True,True,True,True
P2056,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.1930592248089817,0.2179702895753002,0.23022034946288086,2.381611966006956e-16,True,True,0.14223161127206793,0.14519932639429514,0.18471979012703846,0.23329098216371297,0.20275915090007693,1.724886307412998e-16,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.18835069610338948,0.20827285821589256,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.19603232157933514,0.0,0.0,0.2429906124271691,0.21875456703774787,0.2478273972896781,0.16091249316748885,0.20852708708658807,True,True,True,True
P2057,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.19589124411671022,0.21162967814366207,0.2092535185660398,1.7669302312364054e-16,True,True,0.14223161127206793,0.14519932639429514,0.1956181494889036,0.24015239340532685,0.20121536146748822,1.5290482492760495e-16,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.19703890336701466,0.1873271216762826,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.18709888329246482,0.0,0.0,0.2236918879916607,0.22514086108481549,0.2551639257258382,0.18152190834246207,0.20971439063534517,True,True,True,True
P2058,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.18650574640786266,0.21882775211634153,0.21587325773598562,1.2877175954329275e-16,True,True,0.14223161127206793,0.14519932639429514,0.20013651675648225,0.21493182535073563,0.2198239035843438,1.9115498883415913e-16,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.189553357268413,0.2066285602691601,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.2017172873736911,0.0,0.0,0.22902814812118122,0.2080200025815672,0.2218436481199041,0.1864215822630292,0.21385145124993532,True,True,True,True
P2059,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.2079186632819841,0.2123852201543045,0.22554839698316387,0.0,True,True,0.14223161127206793,0.14519932639429514,0.20138732587809588,0.20817315368512035,0.22191839911734335,0.0,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.211345790577515,0.20853033999127052,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.18985368253546925,0.0,0.0,0.22190759578495628,0.18018801422337172,0.23615829314686895,0.17927823663048978,0.22349641512570198,True,True,True,True
P2060,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.19858457479767755,0.2199235431279335,0.21032720304383531,1.7669302312364054e-16,True,True,0.14223161127206793,0.14519932639429514,0.20248226302002165,0.2360254728450743,0.2263865887171124,0.0,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.17864818512001004,0.20064244309663673,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.200361498289831,0.0,0.0,0.22052711025297245,0.22568196114191247,0.24636898454823616,0.17211567867924085,0.2328488473608024,True,True,True,True
P2061,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.2031092166571578,0.21894099192450092,0.2164984290861138,1.7669302312364054e-16,True,True,0.14223161127206793,0.14519932639429514,0.2027590454439821,0.23516052216445765,0.21346200705322194,0.0,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.15680868118494878,0.20579339725318552,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.19003635693021212,0.0,0.0,0.21903192437064511,0.22764999088238283,0.2426710534465325,0.20067274273600685,0.20484534815195737,True,True,True,True
P2062,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.2018456873266044,0.21965067775012498,0.2080361817098435,1.3341705941488939e-16,True,True,0.14223161127206793,0.14519932639429514,0.200268751157687,0.23849784322485312,0.19009720175404796,2.3355497531029648e-16,True,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.19736880733775938,0.21118132803469902,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.19157608829082082,0.0,0.0,0.22044946178602287,0.22946522219064122,0.24753046425906505,0.20225699808446934,0.19828050423090465,True,True,True,True
P2063,0,AABB,ABAB,True,0.1485802444691394,0.15708359687867818,0.19571269750979248,0.0,0.21171226452983238,0.0,False,True,0.14223161127206793,0.14519932639429514,0.192884463322896,0.0,0.21383734143281283,1.4618818917269238e-16,False,0.1635009149902916,0.09506368257695154,0.10261464689020157,0.1016642102804916,0.19701509865970046,0.19990030404079834,0.0,0.0,0.0,0.0,0.0,0.08312624587322774,0.15409374575215548,0.0,0.0,0.20607193692025833,0.0,0.0,0.23156236891939475,0.0,0.0,0.1898619565144295,0.19590697013136246,False,False,False,False
P2064,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.17733968489475155,0.2144065795365614,0.14607872593150167,0.0,True,True,0.16546541574801163,0.13525080684661614,0.20499932915516336,0.23730878978080405,0.19638470178158027,2.052156010211878e-16,True,0.14945329199077478,0.09866053121853187,0.1033326577037577,0.1019742992972143,0.22416247050696317,0.21973497026017647,0.0,0.0,0.0,0.0,0.0,0.06766818855959737,0.14525094425894372,0.0,0.0,0.20743467264860316,0.0,0.0,0.20446744360529256,0.23800029899503794,0.23661728056657014,0.1892572223401276,0.22074143597019913,True,True,True,True
P2065,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.19078193078794592,0.23185243211612527,0.13085225784104473,0.0,True,True,0.16546541574801163,0.13525080684661614,0.21665992232205905,0.22362611326300183,0.21788280983142413,2.5477526783414805e-16,True,0.14945329199077478,0.09866053121853187,0.1033326577037577,0.1019742992972143,0.20573813191220666,0.2305282654518823,0.0,0.0,0.0,0.0,0.0,0.06766818855959737,0.14525094425894372,0.0,0.0,0.20298573417563642,0.0,0.0,0.21376240854624282,0.20381658072401482,0.24343564580198884,0.1947649898526601,0.238554854791458,True,True,True,True
P2066,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.17878416544039366,0.2116127616037637,0.16061128440325198,0.0,True,True,0.16546541574801163,0.13525080684661614,0.23239251059318908,0.23273395116200912,0.1990188107838552,2.537211790242216e-16,True,0.14945329199077478,0.09866053121853187,0.1033326577037577,0.1019742992972143,0.21294306129872134,0.22394359523794505,0.0,0.0,0.0,0.0,0.0,0.06766818855959737,0.14525094425894372,0.0,0.0,0.20198960234617816,0.0,0.0,0.21847519501248505,0.23446432222455138,0.23100358009946684,0.2187880075472865,0.24599701363909166,True,True,True,True
P2067,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.18572577153488246,0.21239480116185944,0.16133872102306915,1.4225474663805377e-16,True,True,0.16546541574801163,0.13525080684661614,0.21442604083123326,0.21611468514670074,0.19038583616406018,2.052156010211878e-16,True,0.14945329199077478,0.09866053121853187,0.1033326577037577,0.1019742992972143,0.2248071163091766,0.20208189626100145,0.0,0.0,0.0,0.0,0.0,0.06766818855959737,0.14525094425894372,0.0,0.0,0.2175049618971198,0.0,0.0,0.2091285314016399,0.20824693476292935,0.22398243553047215,0.20280310614405403,0.2260489755184125,True,True,True,True
P2068,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.1909040599218245,0.20566528183112986,0.1482856775053902,0.0,True,True,0.16546541574801163,0.13525080684661614,0.20469033817476634,0.22841594053057013,0.20490195753722493,2.052156010211878e-16,True,0.14945329199077478,0.09866053121853187,0.1033326577037577,0.1019742992972143,0.20564090917929292,0.21705170224498152,0.0,0.0,0.0,0.0,0.0,0.06766818855959737,0.14525094425894372,0.0,0.0,0.20709993815868977,0.0,0.0,0.21213598751952864,0.2170255529841052,0.23980632807703503,0.18864410405842638,0.2207365722911063,True,True,True,True
P2069,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.195422843471482,0.21274165403591538,0.15241905130087816,1.5181020049260398e-16,True,True,0.16546541574801163,0.13525080684661614,0.21329274344126084,0.2311430875757175,0.20211206003119364,2.052156010211878e-16,True,0.14945329199077478,0.09866053121853187,0.1033326577037577,0.1019742992972143,0.2182868033258757,0.20011629535849845,0.0,0.0,0.0,0.0,0.0,0.06766818855959737,0.14525094425894372,0.0,0.0,0.20416486492914548,0.0,0.0,0.2010717296458201,0.2251445076315345,0.2371416675199005,0.20081135093826827,0.2257741359442534,True,True,True,True
P2070,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.19684250403052528,0.20890422468651404,0.14257391518375764,2.662734609510207e-16,True,True,0.16546541574801163,0.13525080684661614,0.21621964514688213,0.24590617814719745,0.19705286218255327,2.6609826042996183e-16,True,0.14945329199077478,0.09866053121853187,0.1033326577037577,0.1019742992972143,0.2291336016693122,0.22417379718750702,0.0,0.0,0.0,0.0,0.0,0.06766818855959737,0.14525094425894372,0.0,0.0,0.21223118534412852,0.0,0.0,0.2207773944863453,0.24329109355440903,0.24852126273998587,0.20861147736014077,0.22382781293362347,True,True,True,True
P2071,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.18736229420325273,0.21310675641530877,0.16045149080990997,1.4142364175379433e-16,True,True,0.16546541574801163,0.13525080684661614,0.21326943357307093,0.22265453710213562,0.19748370697533904,2.2671722976083066e-16,True,0.14945329199077478,0.09866053121853187,0.1033326577037577,0.1019742992972143,0.2320044328829714,0.21599488360272412,0.0,0.0,0.0,0.0,0.0,0.06766818855959737,0.14525094425894372,0.0,0.0,0.21048274651473053,0.0,0.0,0.21222770352480744,0.20046155516119785,0.24484751904307336,0.2019283333368865,0.22461053380925533,True,True,True,True
P2072,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.20166867025542512,0.2179702895753002,0.14868627409615612,0.0,True,True,0.16546541574801163,0.13525080684661614,0.21784347102925855,0.23329098216371297,0.21057758215491323,2.052156010211878e-16,True,0.14945329199077478,0.09866053121853187,0.1033326577037577,0.1019742992972143,0.22644022076670636,0.20870569116231802,0.0,0.0,0.0,0.0,0.0,0.06766818855959737,0.14525094425894372,0.0,0.0,0.17858863204822045,0.0,0.0,0.2100350479183126,0.21875456703774787,0.2478273972896781,0.2013161983613901,0.234370743697127,True,True,True,True
P2073,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.18706600047705452,0.21162967814366207,0.15425201814651046,1.79936547664915e-16,True,True,0.16546541574801163,0.13525080684661614,0.21356216064693473,0.24015239340532685,0.1987923309454771,2.1755093739583702e-16,True,0.14945329199077478,0.09866053121853187,0.1033326577037577,0.1019742992972143,0.20563345868740435,0.1975130915034028,0.0,0.0,0.0,0.0,0.0,0.06766818855959737,0.14525094425894372,0.0,0.0,0.19483262493126163,0.0,0.0,0.20505281579911053,0.22514086108481549,0.2551639257258382,0.1941941056731547,0.23293021562071473,True,True,True,True
P2074,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.2037168470780404,0.21882775211634153,0.16688433748498838,1.455560550918239e-16,True,True,0.16546541574801163,0.13525080684661614,0.2213060221405782,0.21493182535073563,0.19659021131226642,2.5550817321372537e-16,True,0.14945329199077478,0.09866053121853187,0.1033326577037577,0.1019742992972143,0.2125281647203851,0.21102190446600233,0.0,0.0,0.0,0.0,0.0,0.06766818855959737,0.14525094425894372,0.0,0.0,0.19372516271605023,0.0,0.0,0.19738609504268306,0.2080200025815672,0.2218436481199041,0.1998606284659231,0.24275141581523335,True,True,True,True
P2075,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.19010809405799023,0.2123852201543045,0.1511952424326479,0.0,True,True,0.16546541574801163,0.13525080684661614,0.2075556070530251,0.20817315368512035,0.2169408451071574,1.4706028955530554e-16,True,0.14945329199077478,0.09866053121853187,0.1033326577037577,0.1019742992972143,0.22698631808314304,0.21712684395673734,0.0,0.0,0.0,0.0,0.0,0.06766818855959737,0.14525094425894372,0.0,0.0,0.20716177607866526,0.0,0.0,0.20604873625730347,0.18018801422337172,0.23615829314686895,0.18873603268128183,0.22637518142476834,True,True,True,True
P2076,1,BBAA,BABA,True,0.21191325465013633,0.14819533695048545,0.17732066790473228,0.2199235431279335,0.12664570566900937,2.576211141632958e-16,True,True,0.16546541574801163,0.13525080684661614,0.22536199541204335,0.2360254728450743,0.19996023171253394,2.052156010211878e-16,True,0.14945329199077478,0.09866053121853187,0.1033326577037577,0.1019742992972143,0.22614708407664436,0.21773122817202287,0.0,0.0,0.0,0.0,0.0,0.06766818855959737,0.14525094425894372,0.0,0.0,0.19668677867556708,0.0,0.0,0.19400716614550315,0.22568196114191247,0.24636898454823616,0.21605456023495673,0.23466943058912998,True,True,True,True
